"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","i","w","W","V","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR"
"19949","2022-034L","Kuiper284","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-10",6997,0,0.905826,0,1.4784,4.00994,645.6,6967.15,0,-4.63732,0.429709,5.93953,-4068.43,5692.62,1.58784,-3.38355,-2.41982,5.92943,2022,2022-01-01
"19950","2022-034M","Kuiper285","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-10",6997,0,0.905826,0,1.4784,3.09449,645.6,6967.15,0,-4.63732,0.429709,5.93953,2909.33,6363.47,1.62285,-3.78379,1.72841,5.92938,2022,2022-01-01
"19951","2022-034N","Kuiper286","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-23",6997,0,0.905826,0,1.4784,1.14572,645.6,6967.15,0,-4.63732,0.429709,5.93953,6484.59,2628.32,1.59901,-1.56387,3.85478,5.92933,2022,2022-01-01
"19952","2022-034O","Kuiper287","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-05",6997,0,0.905826,0,1.4784,3.5115,645.6,6967.15,0,-4.63732,0.429709,5.93953,-4542.42,5322.07,1.58331,-3.16315,-2.70153,5.92944,2022,2022-01-01
"19953","2022-034P","Kuiper288","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-28",6997,0,0.905826,0,1.4784,2.55197,645.6,6967.15,0,-4.63732,0.429709,5.93953,6686.4,2061.56,1.59959,-1.22696,3.97489,5.92932,2022,2022-01-01
"19954","2022-034Q","Kuiper289","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-10",6997,0,0.905826,0,1.4784,4.91775,645.6,6967.15,0,-4.63732,0.429709,5.93953,-4068.45,5692.6,1.58784,-3.38354,-2.41983,5.92943,2022,2022-01-01
"19955","2022-034R","Kuiper290","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-23",6997,0,0.905826,0,1.4784,4.0415,645.6,6967.15,0,-4.63732,0.429709,5.93953,-2704.7,6453.11,1.60028,-3.83594,-1.60923,5.92942,2022,2022-01-01
"19956","2022-034S","Kuiper291","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-17",6997,0,0.905826,0,1.4784,2.05843,645.6,6967.15,0,-4.63732,0.429709,5.93953,6179.27,3282.46,1.60682,-1.95272,3.67312,5.92934,2022,2022-01-01
"19957","2022-034T","Kuiper292","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-05",6997,0,0.905826,0,1.4784,2.24979,645.6,6967.15,0,-4.63732,0.429709,5.93953,5375.3,4479.3,1.61388,-2.66411,3.19488,5.92935,2022,2022-01-01
"19958","2022-034U","Kuiper293","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-09",6997,0,0.905826,0,1.4784,4.5225,645.6,6967.15,0,-4.63732,0.429709,5.93953,5670.55,4099.13,1.60595,-2.43815,3.37049,5.92935,2022,2022-01-01
"19959","2022-034V","Kuiper294","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-07",6997,0,0.905826,0,1.4784,0.516899,645.6,6967.15,0,-4.63732,0.429709,5.93953,5526.19,4291.76,1.61017,-2.55264,3.28463,5.92935,2022,2022-01-01
"19960","2022-034W","Kuiper295","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-05",6997,0,0.905826,0,1.4784,3.8915,645.6,6967.15,0,-4.63732,0.429709,5.93953,-1206.28,6892.23,1.60923,-4.09731,-0.718494,5.92941,2022,2022-01-01
"19961","2022-034X","Kuiper296","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-26",6997,0,0.905826,0,1.4784,6.10049,645.6,6967.15,0,-4.63732,0.429709,5.93953,6611.52,2290.37,1.5967,-1.36298,3.93032,5.92932,2022,2022-01-01
"19962","2022-034Y","Kuiper297","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-13",6997,0,0.905826,0,1.4784,1.05669,645.6,6967.15,0,-4.63732,0.429709,5.93953,5938.95,3699.58,1.60342,-2.20066,3.53016,5.92934,2022,2022-01-01
"19963","2022-034Z","Kuiper298","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-30",6997,0,0.905826,0,1.4784,2.27157,645.6,6967.15,0,-4.63732,0.429709,5.93953,6753.35,1830.39,1.60249,-1.08954,4.01473,5.92931,2022,2022-01-01
"19964","2022-034AA","Kuiper299","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-10",6997,0,0.905826,0,1.4784,5.63637,645.6,6967.15,0,-4.63732,0.429709,5.93953,2909.27,6363.5,1.62285,-3.78381,1.72837,5.92938,2022,2022-01-01
"19965","2022-034AB","Kuiper300","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-18",6997,0,0.905826,0,1.4784,3.7415,645.6,6967.15,0,-4.63732,0.429709,5.93953,352.219,6988.13,1.6161,-4.15464,0.208033,5.9294,2022,2022-01-01
"19966","2022-034AC","Kuiper301","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-22",6997,0,0.905826,0,1.4784,0.803532,645.6,6967.15,0,-4.63732,0.429709,5.93953,-2815.35,6405.61,1.59861,-3.80768,-1.67501,5.92942,2022,2022-01-01
"19967","2022-034AD","Kuiper302","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-09",6997,0,0.905826,0,1.4784,0.970392,645.6,6967.15,0,-4.63732,0.429709,5.93953,-729.586,6958.86,1.61871,-4.13701,-0.435115,5.92941,2022,2022-01-01
"19968","2022-034AE","Kuiper303","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-30",6997,0,0.905826,0,1.4784,3.17938,645.6,6967.15,0,-4.63732,0.429709,5.93953,6753.34,1830.42,1.60249,-1.08955,4.01473,5.92931,2022,2022-01-01
"19969","2022-034AF","Kuiper304","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-09",6997,0,0.905826,0,1.4784,1.30901,645.6,6967.15,0,-4.63732,0.429709,5.93953,2799.35,6412.62,1.62436,-3.81298,1.66301,5.92938,2022,2022-01-01
"19970","2022-034AG","Kuiper305","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-27",6997,0,0.905826,0,1.4784,0.403377,645.6,6967.15,0,-4.63732,0.429709,5.93953,6649.93,2176.35,1.59789,-1.2952,3.95317,5.92932,2022,2022-01-01
"19971","2022-034AH","Kuiper306","plat","+","LEO","comms","USA","UNK","2022-05-03","2037-05-03",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-04",6997,0,0.905826,0,1.4784,1.72605,645.6,6967.15,0,-4.63732,0.429709,5.93953,-4633.37,5243.08,1.58402,-3.11617,-2.75559,5.92945,2022,2022-01-01
"19972","2022-035A","Kuiper307","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-03",6997,0,0.905826,0,1.6632,5.09798,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,4176.77,5613.6,-1.21741,-3.33684,2.48405,5.92933,2022,2022-01-01
"19973","2022-035B","Kuiper308","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-02",6997,0,0.905826,0,1.6632,5.27954,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,4176.77,5613.61,-1.21741,-3.33684,2.48404,5.92933,2022,2022-01-01
"19974","2022-035C","Kuiper309","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-20",6997,0,0.905826,0,1.6632,0.235734,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,2827.84,6400.11,-1.20733,-3.80462,1.68216,5.92935,2022,2022-01-01
"19975","2022-035D","Kuiper310","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-15",6997,0,0.905826,0,1.6632,0.471194,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-4610.01,5263.63,-1.21181,-3.12999,-2.73995,5.92941,2022,2022-01-01
"19976","2022-035E","Kuiper311","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-22",6997,0,0.905826,0,1.6632,5.88303,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-3944.34,5779.29,-1.21417,-3.43647,-2.34413,5.9294,2022,2022-01-01
"19977","2022-035F","Kuiper312","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-09",6997,0,0.905826,0,1.6632,4.95288,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,4820.84,5071.24,-1.22676,-3.01429,2.86689,5.92933,2022,2022-01-01
"19978","2022-035G","Kuiper313","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-15",6997,0,0.905826,0,1.6632,6.22656,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-1294.16,6876.28,-1.20119,-4.08828,-0.768404,5.92938,2022,2022-01-01
"19979","2022-035H","Kuiper314","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-25",6997,0,0.905826,0,1.6632,2.18666,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,3367.16,6133.53,-1.21113,-3.64606,2.00277,5.92934,2022,2022-01-01
"19980","2022-035I","Kuiper315","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-06",6997,0,0.905826,0,1.6632,4.52795,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-5366.55,4489.79,-1.22438,-2.67004,-3.18982,5.92942,2022,2022-01-01
"19981","2022-035J","Kuiper316","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-24",6997,0,0.905826,0,1.6632,4.69482,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-3743.23,5911.53,-1.21123,-3.51507,-2.22455,5.9294,2022,2022-01-01
"19982","2022-035K","Kuiper317","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-20",6997,0,0.905826,0,1.6632,1.68824,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,2827.8,6400.12,-1.20733,-3.80463,1.68214,5.92935,2022,2022-01-01
"19983","2022-035L","Kuiper318","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-31",6997,0,0.905826,0,1.6632,4.00504,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-3006.02,6318.38,-1.20328,-3.75683,-1.78621,5.92939,2022,2022-01-01
"19984","2022-035M","Kuiper319","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-10",6997,0,0.905826,0,1.6632,6.27283,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-1880.11,6739.67,-1.19744,-4.00715,-1.11679,5.92938,2022,2022-01-01
"19985","2022-035N","Kuiper320","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-29",6997,0,0.905826,0,1.6632,4.29466,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,6248.83,3148.04,-1.24093,-1.87069,3.71563,5.92929,2022,2022-01-01
"19986","2022-035O","Kuiper321","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-12",6997,0,0.905826,0,1.6632,4.51542,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,1923.05,6727.55,-1.20501,-3.99942,1.14429,5.92936,2022,2022-01-01
"19987","2022-035P","Kuiper322","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-25",6997,0,0.905826,0,1.6632,4.73619,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-3641.02,5975.03,-1.20918,-3.5528,-2.16378,5.92939,2022,2022-01-01
"19988","2022-035Q","Kuiper323","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-08",6997,0,0.905826,0,1.6632,1.71491,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,4732.86,5153.45,-1.2243,-3.06318,2.81459,5.92933,2022,2022-01-01
"19989","2022-035R","Kuiper324","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-08",6997,0,0.905826,0,1.6632,4.066,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-5208.96,4671.69,-1.22508,-2.77816,-3.09611,5.92942,2022,2022-01-01
"19990","2022-035S","Kuiper325","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-20",6997,0,0.905826,0,1.6632,3.16524,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-698.728,6962.02,-1.20155,-4.13918,-0.414396,5.92937,2022,2022-01-01
"19991","2022-035T","Kuiper326","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-19",6997,0,0.905826,0,1.6632,4.39482,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-818.385,6948.97,-1.20258,-4.13144,-0.485536,5.92937,2022,2022-01-01
"19992","2022-035U","Kuiper327","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-14",6997,0,0.905826,0,1.6632,2.43627,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,5238.62,4638.42,-1.23136,-2.75691,3.11522,5.92932,2022,2022-01-01
"19993","2022-035V","Kuiper328","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-06",6997,0,0.905826,0,1.6632,5.79127,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,1219.65,6889.88,-1.19969,-4.09603,0.726112,5.92936,2022,2022-01-01
"19994","2022-035W","Kuiper329","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-24",6997,0,0.905826,0,1.6632,4.88562,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,5955.27,3673.25,-1.2415,-2.18298,3.54117,5.9293,2022,2022-01-01
"19995","2022-035X","Kuiper330","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-25",6997,0,0.905826,0,1.6632,5.09167,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,3367.09,6133.57,-1.21113,-3.64608,2.00273,5.92934,2022,2022-01-01
"19996","2022-035Y","Kuiper331","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-06",6997,0,0.905826,0,1.6632,5.26345,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,4552.76,5313.23,-1.21946,-3.1582,2.70754,5.92933,2022,2022-01-01
"19997","2022-035Z","Kuiper332","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-02",6997,0,0.905826,0,1.6632,4.45089,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-2786.96,6418.01,-1.20585,-3.81604,-1.65597,5.92939,2022,2022-01-01
"19998","2022-035AA","Kuiper333","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-12",6997,0,0.905826,0,1.6632,5.62167,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,5075.94,4815.89,-1.23128,-2.86244,3.01853,5.92932,2022,2022-01-01
"19999","2022-035AB","Kuiper334","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-03",6997,0,0.905826,0,1.6632,3.7415,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,862.588,6943.63,-1.20414,-4.12803,0.513842,5.92936,2022,2022-01-01
"20000","2022-035AC","Kuiper335","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-12",6997,0,0.905826,0,1.6632,0.774134,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,1922.99,6727.57,-1.20501,-3.99943,1.14425,5.92936,2022,2022-01-01
"20001","2022-035AD","Kuiper336","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-18",6997,0,0.905826,0,1.6632,6.16147,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,5545.1,4267.3,-1.22953,-2.53623,3.29738,5.92931,2022,2022-01-01
"20002","2022-035AE","Kuiper337","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-10",6997,0,0.905826,0,1.6632,4.33029,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-5045.23,4848.06,-1.22185,-2.88299,-2.99875,5.92941,2022,2022-01-01
"20003","2022-035AF","Kuiper338","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-17",6997,0,0.905826,0,1.6632,3.45894,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-4426.33,5419,-1.21273,-3.22234,-2.63073,5.92941,2022,2022-01-01
"20004","2022-035AG","Kuiper339","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-12",6997,0,0.905826,0,1.6632,2.5974,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-4875.49,5018.72,-1.21625,-2.98443,-2.89782,5.92941,2022,2022-01-01
"20005","2022-035AH","Kuiper340","plat","+","LEO","comms","USA","UNK","2022-05-18","2037-05-18",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-30",6997,0,0.905826,0,1.6632,2.76426,-645.6,6967.15,0,-4.63732,-0.429709,5.93953,-3114.35,6265.68,-1.20263,-3.72552,-1.85063,5.92939,2022,2022-01-01
"20006","2022-036A","Kuiper341","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-30",6997,0,0.905826,0,1.84799,0.950019,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,-906.969,6937.97,-3.98063,-4.12482,-0.535817,5.92969,2022,2022-01-01
"20007","2022-036B","Kuiper342","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-07",6997,0,0.905826,0,1.84799,5.31384,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,53.375,6996.8,-3.98149,-4.15934,0.0351037,5.92968,2022,2022-01-01
"20008","2022-036C","Kuiper343","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-08",6997,0,0.905826,0,1.84799,5.5444,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,-5978.63,3635.11,-3.99164,-2.1638,-3.55228,5.92974,2022,2022-01-01
"20009","2022-036D","Kuiper344","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-24",6997,0,0.905826,0,1.84799,5.63777,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,5179.01,4704.88,-4.0379,-2.7944,3.08109,5.92963,2022,2022-01-01
"20010","2022-036E","Kuiper345","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-10",6997,0,0.905826,0,1.84799,2.71449,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,414.209,6984.73,-3.98349,-4.15199,0.249603,5.92968,2022,2022-01-01
"20011","2022-036F","Kuiper346","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-20",6997,0,0.905826,0,1.84799,6.07929,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,-5106.65,4783.32,-3.98524,-2.84595,-3.03338,5.92972,2022,2022-01-01
"20012","2022-036G","Kuiper347","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-12",6997,0,0.905826,0,1.84799,0.981586,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,654.211,6966.35,-3.98796,-4.14095,0.392272,5.92968,2022,2022-01-01
"20013","2022-036H","Kuiper348","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-27",6997,0,0.905826,0,1.84799,4.29249,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,2410.21,6568.78,-4.00306,-3.90377,1.43598,5.92966,2022,2022-01-01
"20014","2022-036I","Kuiper349","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-08",6997,0,0.905826,0,1.84799,0.350597,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,-5978.64,3635.08,-3.99164,-2.16379,-3.55229,5.92974,2022,2022-01-01
"20015","2022-036J","Kuiper350","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-21",6997,0,0.905826,0,1.84799,4.66052,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,1720.6,6782.15,-3.99266,-4.03095,1.02612,5.92967,2022,2022-01-01
"20016","2022-036K","Kuiper351","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-08-13",6997,0,0.905826,0,1.84799,1.75683,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,-5644.28,4135.23,-3.983,-2.46094,-3.35329,5.92973,2022,2022-01-01
"20017","2022-036L","Kuiper352","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-26",6997,0,0.905826,0,1.84799,6.06677,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,2296.85,6609.27,-4.00003,-3.9279,1.36861,5.92967,2022,2022-01-01
"20018","2022-036M","Kuiper353","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-30",6997,0,0.905826,0,1.84799,0.983758,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,5636.16,4146.28,-4.0402,-2.46212,3.3526,5.92962,2022,2022-01-01
"20019","2022-036N","Kuiper354","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-10-03",6997,0,0.905826,0,1.84799,5.40147,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,-427.873,6983.9,-3.98587,-4.1519,-0.250985,5.92968,2022,2022-01-01
"20020","2022-036O","Kuiper355","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-11-20",6997,0,0.905826,0,1.84799,5.54383,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,4843.23,5049.86,-4.02625,-2.99965,2.88164,5.92964,2022,2022-01-01
"20021","2022-036P","Kuiper356","plat","+","LEO","comms","USA","UNK","2022-06-03","2037-06-02",97.0795,200,1,1,51.9,630,630,2.7,3.5,4,"3.5","EA0","2022-09-16",6997,0,0.905826,0,1.84799,4.73129,-1914.78,6729.91,0,-4.47941,-1.27447,5.93953,-2423.08,6564.04,-3.97963,-3.90325,-1.43727,5.9297,2022,2022-01-01
