"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","i","w","W","V","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR"
"16023","2019-037AB","OneWeb28","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-22",7567,0,1.5708,0,0,0.485611,7567,0,0,0,4.44399e-16,7.25783,6479.21,-3908.85,16.5682,-0.298756,-0.464447,7.25782,2022,2019-01-01
"16024","2019-037AC","OneWeb29","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-12",7567,0,1.5708,0,0,4.23609,7567,0,0,0,4.44399e-16,7.25783,5890.98,4749.27,16.4703,0.334147,-0.439645,7.25782,2022,2019-01-01
"16025","2019-037AD","OneWeb30","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-13",7567,0,1.5708,0,0,5.59532,7567,0,0,0,4.44399e-16,7.25783,5971.53,4647.59,16.4709,0.326563,-0.445311,7.25782,2022,2019-01-01
"16026","2019-037AE","OneWeb31","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-27",7567,0,1.5708,0,0,3.55687,7567,0,0,0,4.44399e-16,7.25783,6907.72,3089.11,16.4921,0.210907,-0.510369,7.25782,2022,2019-01-01
"16027","2019-037AF","OneWeb32","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-04",7567,0,1.5708,0,0,4.91044,7567,0,0,0,4.44399e-16,7.25783,7362.2,-1748.49,16.5456,-0.142992,-0.533405,7.25782,2022,2019-01-01
"16028","2019-037AG","OneWeb33","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-29",7567,0,1.5708,0,0,5.42262,7567,0,0,0,4.44399e-16,7.25783,7485.18,-1109.67,16.5306,-0.0966343,-0.543718,7.25782,2022,2019-01-01
"16029","2019-037AH","OneWeb34","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-30",7567,0,1.5708,0,0,0.499624,7567,0,0,0,4.44399e-16,7.25783,7464.96,-1238.36,16.5331,-0.105982,-0.541972,7.25782,2022,2019-01-01
"16030","2019-037AI","OneWeb35","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-25",7567,0,1.5708,0,0,1.0118,7567,0,0,0,4.44399e-16,7.25783,7543.74,-592.6,16.5286,-0.0590352,-0.54908,7.25782,2022,2019-01-01
"16031","2019-037AJ","OneWeb36","plat","+","LEO","comms","UK","FRGUI","2019-02-27","2027-02-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-13",7567,0,1.5708,0,0,3.72652,7567,0,0,0,4.44399e-16,7.25783,7004.59,-2862.69,16.5525,-0.223528,-0.504974,7.25782,2022,2019-01-01
"16032","2019-038A","OneWeb37","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-19",7567,0,1.5708,0,0.349066,5.71111,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7507.96,-943.254,15.6421,-0.0830167,-0.540426,7.25782,2022,2019-01-01
"16033","2019-038B","OneWeb38","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-31",7567,0,1.5708,0,0.349066,5.38094,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,5783.72,4879.33,15.5732,0.34103,-0.427404,7.25782,2022,2019-01-01
"16034","2019-038C","OneWeb39","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-28",7567,0,1.5708,0,0.349066,5.37241,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7235.79,-2214.16,15.6505,-0.174278,-0.518233,7.25782,2022,2019-01-01
"16035","2019-038D","OneWeb40","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-03",7567,0,1.5708,0,0.349066,0.963504,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7500.07,1004.11,15.6223,0.0576758,-0.543724,7.25782,2022,2019-01-01
"16036","2019-038E","OneWeb41","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-23",7567,0,1.5708,0,0.349066,6.05624,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7399.21,-1584.58,15.6456,-0.129127,-0.531299,7.25782,2022,2019-01-01
"16037","2019-038F","OneWeb42","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-06",7567,0,1.5708,0,0.349066,0.63238,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6255.87,4257.15,15.5877,0.295141,-0.460284,7.25782,2022,2019-01-01
"16038","2019-038G","OneWeb43","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-12",7567,0,1.5708,0,0.349066,5.03649,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6431.32,-3987.14,15.6783,-0.300753,-0.456579,7.25782,2022,2019-01-01
"16039","2019-038H","OneWeb44","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-13",7567,0,1.5708,0,0.349066,3.86589,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,4021.88,6409.66,15.5487,0.455055,-0.303141,7.25782,2022,2019-01-01
"16040","2019-038I","OneWeb45","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-14",7567,0,1.5708,0,0.349066,1.47368,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6290.26,-4206.17,15.6844,-0.316295,-0.445951,7.25782,2022,2019-01-01
"16041","2019-038J","OneWeb46","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-19",7567,0,1.5708,0,0.349066,4.20259,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7044.14,2763.93,15.6045,0.185711,-0.514276,7.25782,2022,2019-01-01
"16042","2019-038K","OneWeb47","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-30",7567,0,1.5708,0,0.349066,5.73635,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,5699.14,4977.85,15.5731,0.348314,-0.42149,7.25782,2022,2019-01-01
"16043","2019-038L","OneWeb48","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-10",7567,0,1.5708,0,0.349066,0.132296,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6533.78,3816.93,15.595,0.262791,-0.479497,7.25782,2022,2019-01-01
"16044","2019-038M","OneWeb49","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-07",7567,0,1.5708,0,0.349066,3.02058,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6327.94,4149.26,15.591,0.287204,-0.465279,7.25782,2022,2019-01-01
"16045","2019-038N","OneWeb50","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-12-01",7567,0,1.5708,0,0.349066,3.68649,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,4810.67,-5840.95,15.7222,-0.431434,-0.335798,7.25782,2022,2019-01-01
"16046","2019-038O","OneWeb51","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-03",7567,0,1.5708,0,0.349066,1.99517,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6969.14,-2947.94,15.6669,-0.226762,-0.497509,7.25782,2022,2019-01-01
"16047","2019-038P","OneWeb52","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-24",7567,0,1.5708,0,0.349066,5.74566,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,5155.9,5538.59,15.5672,0.389888,-0.383347,7.25782,2022,2019-01-01
"16048","2019-038Q","OneWeb53","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-19",7567,0,1.5708,0,0.349066,6.25784,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,4661.12,5960.97,15.5535,0.421382,-0.348432,7.25782,2022,2019-01-01
"16049","2019-038R","OneWeb54","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-14",7567,0,1.5708,0,0.349066,0.486834,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,4131.9,6339.3,15.5493,0.449757,-0.31095,7.25782,2022,2019-01-01
"16050","2019-038S","OneWeb55","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-19",7567,0,1.5708,0,0.349066,5.74557,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7044.06,2764.15,15.6045,0.185726,-0.514271,7.25782,2022,2019-01-01
"16051","2019-038T","OneWeb56","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-27",7567,0,1.5708,0,0.349066,2.85911,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7356.68,1771.59,15.6106,0.113409,-0.534894,7.25782,2022,2019-01-01
"16052","2019-038U","OneWeb57","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-14",7567,0,1.5708,0,0.349066,4.38625,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7555.06,-424.551,15.6324,-0.0456354,-0.54486,7.25782,2022,2019-01-01
"16053","2019-038V","OneWeb58","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-31",7567,0,1.5708,0,0.349066,2.52798,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,5783.9,4879.11,15.5732,0.341013,-0.427417,7.25782,2022,2019-01-01
"16054","2019-038W","OneWeb59","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-09",7567,0,1.5708,0,0.349066,5.07009,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7563.61,225.841,15.6287,0.00132934,-0.546777,7.25782,2022,2019-01-01
"16055","2019-038X","OneWeb60","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-22",7567,0,1.5708,0,0.349066,0.987521,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,5653.91,-5029.17,15.6938,-0.374473,-0.398343,7.25782,2022,2019-01-01
"16056","2019-038Y","OneWeb61","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-21",7567,0,1.5708,0,0.349066,0.825267,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7449.39,-1328.86,15.6458,-0.110757,-0.535431,7.25782,2022,2019-01-01
"16057","2019-038Z","OneWeb62","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-18",7567,0,1.5708,0,0.349066,0.329102,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,4557.71,6040.41,15.5517,0.427325,-0.341119,7.25782,2022,2019-01-01
"16058","2019-038AA","OneWeb63","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-09",7567,0,1.5708,0,0.349066,1.51572,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6467.06,3928.92,15.5946,0.271012,-0.474897,7.25782,2022,2019-01-01
"16059","2019-038AB","OneWeb64","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-20",7567,0,1.5708,0,0.349066,3.04948,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,4762.94,5879.94,15.5558,0.415325,-0.355628,7.25782,2022,2019-01-01
"16060","2019-038AC","OneWeb65","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-09",7567,0,1.5708,0,0.349066,5.24444,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6628.2,-3650.51,15.6702,-0.276827,-0.471478,7.25782,2022,2019-01-01
"16061","2019-038AD","OneWeb66","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-16",7567,0,1.5708,0,0.349066,4.92089,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,4347.11,6193.7,15.5499,0.438816,-0.326208,7.25782,2022,2019-01-01
"16062","2019-038AE","OneWeb67","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-08",7567,0,1.5708,0,0.349066,1.01285,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6398.43,4039.72,15.5933,0.279151,-0.470157,7.25782,2022,2019-01-01
"16063","2019-038AF","OneWeb68","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-08",7567,0,1.5708,0,0.349066,5.42454,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7558.6,356.141,15.6292,0.0107506,-0.546673,7.25782,2022,2019-01-01
"16064","2019-038AG","OneWeb69","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-06",7567,0,1.5708,0,0.349066,2.36451,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6807.75,-3303.59,15.6672,-0.252128,-0.485144,7.25782,2022,2019-01-01
"16065","2019-038AH","OneWeb70","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-11",7567,0,1.5708,0,0.349066,5.09341,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6598.44,3704.04,15.5947,0.25451,-0.483945,7.25782,2022,2019-01-01
"16066","2019-038AI","OneWeb71","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-29",7567,0,1.5708,0,0.349066,5.76593,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,7196.53,-2338.63,15.654,-0.183193,-0.515147,7.25782,2022,2019-01-01
"16067","2019-038AJ","OneWeb72","plat","+","LEO","comms","UK","FRGUI","2019-03-29","2027-03-29",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-08",7567,0,1.5708,0,0.349066,1.87017,7110.65,2588.07,0,-1.51994e-16,4.17599e-16,7.25783,6398.39,4039.78,15.5933,0.279155,-0.470155,7.25782,2022,2019-01-01
"16068","2019-039A","OneWeb73","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-29",7567,0,1.5708,0,0.698132,2.83318,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6378.28,4071.47,12.8095,0.281148,-0.463274,7.25782,2022,2019-01-01
"16069","2019-039B","OneWeb74","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-27",7567,0,1.5708,0,0.698132,2.66996,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,3305.92,6806.63,12.7747,0.481993,-0.247722,7.25782,2022,2019-01-01
"16070","2019-039C","OneWeb75","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-06",7567,0,1.5708,0,0.698132,5.54598,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7527.11,-775.816,12.8497,-0.0678002,-0.537601,7.25782,2022,2019-01-01
"16071","2019-039D","OneWeb76","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-02",7567,0,1.5708,0,0.698132,0.963504,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7562.64,-256.555,12.8493,-0.0306841,-0.540992,7.25782,2022,2019-01-01
"16072","2019-039E","OneWeb77","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-31",7567,0,1.5708,0,0.698132,5.04128,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7566.99,3.63622,12.8445,-0.0120593,-0.541728,7.25782,2022,2019-01-01
"16073","2019-039F","OneWeb78","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-20",7567,0,1.5708,0,0.698132,3.85083,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7124.75,-2548.99,12.8663,-0.194092,-0.505877,7.25782,2022,2019-01-01
"16074","2019-039G","OneWeb79","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-26",7567,0,1.5708,0,0.698132,4.86954,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6824.4,-3269.07,12.8749,-0.245149,-0.48318,7.25782,2022,2019-01-01
"16075","2019-039H","OneWeb80","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-30",7567,0,1.5708,0,0.698132,3.51213,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6583.44,-3730.63,12.8875,-0.277804,-0.465169,7.25782,2022,2019-01-01
"16076","2019-039I","OneWeb81","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-30",7567,0,1.5708,0,0.698132,4.53841,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7565.8,133.961,12.8413,-0.00272434,-0.541857,7.25782,2022,2019-01-01
"16077","2019-039J","OneWeb82","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-14",7567,0,1.5708,0,0.698132,4.54311,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7244.66,2185.01,12.8243,0.144657,-0.522224,7.25782,2022,2019-01-01
"16078","2019-039K","OneWeb83","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-09",7567,0,1.5708,0,0.698132,0.815263,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,4733.35,5903.79,12.7958,0.415022,-0.348474,7.25782,2022,2019-01-01
"16079","2019-039L","OneWeb84","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-22",7567,0,1.5708,0,0.698132,0.973686,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7032.84,-2792.58,12.8659,-0.211378,-0.498896,7.25782,2022,2019-01-01
"16080","2019-039M","OneWeb85","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-06",7567,0,1.5708,0,0.698132,4.72983,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,686.781,7535.76,12.7268,0.53845,-0.0613298,7.25782,2022,2019-01-01
"16081","2019-039N","OneWeb86","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-28",7567,0,1.5708,0,0.698132,5.91644,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,3422.57,6748.73,12.7758,0.477659,-0.255981,7.25782,2022,2019-01-01
"16082","2019-039O","OneWeb87","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-08",7567,0,1.5708,0,0.698132,4.55242,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6980.96,2919.86,12.8254,0.1977,-0.504551,7.25782,2022,2019-01-01
"16083","2019-039P","OneWeb88","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-02",7567,0,1.5708,0,0.698132,3.87607,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6643.02,3623.48,12.8143,0.248634,-0.481495,7.25782,2022,2019-01-01
"16084","2019-039Q","OneWeb89","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-08",7567,0,1.5708,0,0.698132,0.655704,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,4631.13,5984.31,12.7939,0.420953,-0.341283,7.25782,2022,2019-01-01
"16085","2019-039R","OneWeb90","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-29",7567,0,1.5708,0,0.698132,4.89382,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7562.39,263.762,12.8382,0.00657667,-0.541826,7.25782,2022,2019-01-01
"16086","2019-039S","OneWeb91","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-13",7567,0,1.5708,0,0.698132,0.657531,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,5127.82,5564.6,12.7957,0.390097,-0.376167,7.25782,2022,2019-01-01
"16087","2019-039T","OneWeb92","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-26",7567,0,1.5708,0,0.698132,3.71373,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6234.25,4288.76,12.8109,0.296939,-0.453318,7.25782,2022,2019-01-01
"16088","2019-039U","OneWeb93","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-20",7567,0,1.5708,0,0.698132,0.994226,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7431.22,1427,12.8355,0.0900729,-0.534345,7.25782,2022,2019-01-01
"16089","2019-039V","OneWeb94","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-21",7567,0,1.5708,0,0.698132,4.39757,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,5842.9,4808.31,12.8076,0.334774,-0.426138,7.25782,2022,2019-01-01
"16090","2019-039W","OneWeb95","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-25",7567,0,1.5708,0,0.698132,0.142389,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6879.44,-3151.61,12.8712,-0.236828,-0.487316,7.25782,2022,2019-01-01
"16091","2019-039X","OneWeb96","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-14",7567,0,1.5708,0,0.698132,2.70338,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,5222.74,5475.61,12.7956,0.383571,-0.382817,7.25782,2022,2019-01-01
"16092","2019-039Y","OneWeb97","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-05",7567,0,1.5708,0,0.698132,2.70147,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,6820.99,3276.19,12.823,0.223473,-0.493675,7.25782,2022,2019-01-01
"16093","2019-039Z","OneWeb98","plat","+","LEO","comms","UK","FRGUI","2019-04-28","2027-04-28",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-23",7567,0,1.5708,0,0.698132,5.41714,5796.66,4863.97,0,-2.85654e-16,3.4043e-16,7.25783,7494.93,1041.83,12.8359,0.0623938,-0.538279,7.25782,2022,2019-01-01
