"","OBJECT_NAME","OBJECT_ID","NORAD_CAT_ID","OBJECT_TYPE","OPS_STATUS_CODE","OWNER","LAUNCH_DATE","LAUNCH_SITE","DECAY_DATE","PERIOD","INCLINATION","APOGEE","PERIGEE","RCS","DATA_STATUS_CODE","ORBIT_CENTER","ORBIT_TYPE","LAUNCH_YEAR"
"52678","YZ-1S R/B","2022-056D",52719,"R/B","D","PRC","2022-05-20","JSC","2022-05-21",88.75,85.96,333,92,NA,NA,"EA","IMP",2022-01-01
"52691","LEMUR-2-TENNYSONLILY","2022-057A",52732,"PAY","+","US","2022-05-25","AFETR",NA,95.11,97.53,531,517,NA,NA,"EA","ORB",2022-01-01
"52692","LEMUR-2-VANDENDRIES","2022-057B",52733,"PAY","+","US","2022-05-25","AFETR",NA,95.11,97.52,530,518,NA,NA,"EA","ORB",2022-01-01
"52693","PTD-3 (TYVAK-0125)","2022-057C",52734,"PAY","+","US","2022-05-25","AFETR",NA,95.04,97.53,526,514,NA,NA,"EA","ORB",2022-01-01
"52694","OP2 (TYVAK-0821)","2022-057D",52735,"PAY","+","US","2022-05-25","AFETR",NA,95.13,97.52,532,518,NA,NA,"EA","ORB",2022-01-01
"52695","LEMUR-2-KAREN B","2022-057E",52736,"PAY","+","US","2022-05-25","AFETR",NA,95.09,97.52,528,517,NA,NA,"EA","ORB",2022-01-01
"52696","GHGSAT-C3","2022-057F",52737,"PAY","+","CA","2022-05-25","AFETR",NA,95.21,97.53,536,521,NA,NA,"EA","ORB",2022-01-01
"52697","PLANETUM1","2022-057G",52738,"PAY","+","CZCH","2022-05-25","AFETR",NA,95.16,97.52,532,520,NA,NA,"EA","ORB",2022-01-01
"52698","CONNECTA T1.1","2022-057H",52739,"PAY","+","TURK","2022-05-25","AFETR",NA,95.2,97.53,535,521,NA,NA,"EA","ORB",2022-01-01
"52699","LEMUR-2-HANCOM-1","2022-057J",52740,"PAY","+","US","2022-05-25","AFETR",NA,95.12,97.54,532,516,NA,NA,"EA","ORB",2022-01-01
"52700","OP1 (TYVAK-0820)","2022-057K",52741,"PAY","+","US","2022-05-25","AFETR",NA,95.13,97.53,532,517,NA,NA,"EA","ORB",2022-01-01
"52701","FLT (TYVAK-0212)","2022-057L",52742,"PAY","+","US","2022-05-25","AFETR",NA,95.1,97.52,530,517,NA,NA,"EA","ORB",2022-01-01
"52702","OBJECT M","2022-057M",52743,"PAY","+","TBD","2022-05-25","AFETR",NA,95.15,97.52,532,519,NA,NA,"EA","ORB",2022-01-01
"52703","GHGSAT-C5","2022-057N",52744,"PAY","+","CA","2022-05-25","AFETR",NA,95.2,97.53,536,521,NA,NA,"EA","ORB",2022-01-01
"52704","AMS","2022-057P",52745,"PAY","+","US","2022-05-25","AFETR",NA,94.52,97.51,514,477,NA,NA,"EA","ORB",2022-01-01
"52705","GHGSAT-C4","2022-057Q",52746,"PAY","+","CA","2022-05-25","AFETR",NA,95.2,97.52,536,521,NA,NA,"EA","ORB",2022-01-01
"52706","NUSAT-28 (ALICE LEE)","2022-057R",52747,"PAY","+","ARGN","2022-05-25","AFETR",NA,94.83,97.47,518,502,NA,NA,"EA","ORB",2022-01-01
"52707","NUSAT-30 (MARGHERITA)","2022-057S",52748,"PAY","+","ARGN","2022-05-25","AFETR",NA,94.34,97.35,493,480,NA,NA,"EA","ORB",2022-01-01
"52708","ICEYE-X18","2022-057T",52749,"PAY","+","FIN","2022-05-25","AFETR",NA,95.19,97.53,535,520,NA,NA,"EA","ORB",2022-01-01
"52709","FOSSASAT-2E11","2022-057U",52750,"PAY","+","SPN","2022-05-25","AFETR",NA,94.92,97.53,523,507,NA,NA,"EA","ORB",2022-01-01
"52710","OBJECT V","2022-057V",52751,"PAY","+","TBD","2022-05-25","AFETR",NA,95.18,97.52,535,520,NA,NA,"EA","ORB",2022-01-01
"52711","NUSAT-31 (RUBY PAYNE-S)","2022-057W",52752,"PAY","+","ARGN","2022-05-25","AFETR",NA,95.14,97.53,533,518,NA,NA,"EA","ORB",2022-01-01
"52712","UMBRA-03","2022-057X",52753,"PAY","+","US","2022-05-25","AFETR",NA,95.35,97.53,537,534,NA,NA,"EA","ORB",2022-01-01
"52713","HAWK-5C","2022-057Y",52754,"PAY","+","US","2022-05-25","AFETR",NA,95.16,97.54,534,519,NA,NA,"EA","ORB",2022-01-01
"52714","ICEYE-X24","2022-057Z",52755,"PAY","+","FIN","2022-05-25","AFETR",NA,95.09,97.53,530,516,NA,NA,"EA","ORB",2022-01-01
"52715","HAWK-5B","2022-057AA",52756,"PAY","+","US","2022-05-25","AFETR",NA,95.16,97.52,534,518,NA,NA,"EA","ORB",2022-01-01
"52716","HAWK-5A","2022-057AB",52757,"PAY","+","US","2022-05-25","AFETR",NA,95.16,97.53,535,518,NA,NA,"EA","ORB",2022-01-01
"52717","ICEYE-X19","2022-057AC",52758,"PAY","+","FIN","2022-05-25","AFETR",NA,95.18,97.53,537,518,NA,NA,"EA","ORB",2022-01-01
"52718","ICEYE-X20","2022-057AD",52759,"PAY","+","FIN","2022-05-25","AFETR",NA,95.08,97.53,531,514,NA,NA,"EA","ORB",2022-01-01
"52719","VIGORIDE-3","2022-057AE",52760,"PAY","+","US","2022-05-25","AFETR",NA,95.17,97.53,536,518,NA,NA,"EA","ORB",2022-01-01
"52720","ION SCV-006","2022-057AF",52761,"PAY","+","IT","2022-05-25","AFETR",NA,95.16,97.53,536,517,NA,NA,"EA","ORB",2022-01-01
"52721","ICEYE-X17","2022-057AG",52762,"PAY","+","FIN","2022-05-25","AFETR",NA,95.07,97.53,531,514,NA,NA,"EA","ORB",2022-01-01
"52722","SHERPA-AC1","2022-057AH",52763,"PAY","+","US","2022-05-25","AFETR",NA,95.15,97.53,535,516,NA,NA,"EA","ORB",2022-01-01
"52723","NUSAT-29 (EDITH CLARKE)","2022-057AJ",52764,"PAY","+","ARGN","2022-05-25","AFETR",NA,94.82,97.48,519,501,NA,NA,"EA","ORB",2022-01-01
"52724","ARMSAT1 URDANETA","2022-057AK",52765,"PAY","+","SPN","2022-05-25","AFETR",NA,95.08,97.53,532,513,NA,NA,"EA","ORB",2022-01-01
"52725","VARISAT 1C & CELESTIS 21","2022-057AL",52766,"PAY","+","US","2022-05-25","AFETR",NA,95.09,97.53,533,513,NA,NA,"EA","ORB",2022-01-01
"52726","CNCE4","2022-057AM",52767,"PAY","+","US","2022-05-25","AFETR",NA,95.01,97.52,528,510,NA,NA,"EA","ORB",2022-01-01
"52727","CNCE5","2022-057AN",52768,"PAY","+","US","2022-05-25","AFETR",NA,95.01,97.52,528,510,NA,NA,"EA","ORB",2022-01-01
"52728","LEMUR-2-MIMI1307","2022-057AP",52769,"PAY","+","US","2022-05-25","AFETR",NA,95.08,97.54,533,512,NA,NA,"EA","ORB",2022-01-01
"52729","PLATFORM-1","2022-057AQ",52770,"PAY","+","BUL","2022-05-25","AFETR",NA,95.07,97.53,531,513,NA,NA,"EA","ORB",2022-01-01
"52730","OMNI-L2","2022-057AR",52771,"PAY","+","US","2022-05-25","AFETR",NA,95.04,97.53,531,511,NA,NA,"EA","ORB",2022-01-01
"52731","CPOD FLT1 (TYVAK-0032)","2022-057AS",52772,"PAY","+","US","2022-05-25","AFETR",NA,95.05,97.53,532,511,NA,NA,"EA","ORB",2022-01-01
"52732","FOSSASAT-2E12","2022-057AT",52773,"PAY","+","SPN","2022-05-25","AFETR",NA,94.95,97.53,524,508,NA,NA,"EA","ORB",2022-01-01
"52733","SBUDNIC","2022-057AU",52774,"PAY","+","US","2022-05-25","AFETR",NA,94.87,97.53,517,507,NA,NA,"EA","ORB",2022-01-01
"52734","GUARDIAN","2022-057AV",52775,"PAY","+","SPN","2022-05-25","AFETR",NA,95.19,97.53,535,520,NA,NA,"EA","ORB",2022-01-01
"52735","FOSSASAT-2E13","2022-057AW",52776,"PAY","+","SPN","2022-05-25","AFETR",NA,95.02,97.53,530,509,NA,NA,"EA","ORB",2022-01-01
"52736","VEERY-FS1","2022-057AX",52777,"PAY","+","US","2022-05-25","AFETR",NA,95.03,97.53,530,509,NA,NA,"EA","ORB",2022-01-01
"52737","FOSSASAT-2E7","2022-057AY",52778,"PAY","+","SPN","2022-05-25","AFETR",NA,95.03,97.53,529,511,NA,NA,"EA","ORB",2022-01-01
"52738","FOSSASAT-2E8","2022-057AZ",52779,"PAY","+","SPN","2022-05-25","AFETR",NA,95.06,97.53,531,512,NA,NA,"EA","ORB",2022-01-01
"52739","GEESAT 1","2022-058A",52785,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,50,624,612,NA,NA,"EA","ORB",2022-01-01
"52740","GEESAT 2","2022-058B",52786,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,50.01,622,614,NA,NA,"EA","ORB",2022-01-01
"52741","GEESAT 3","2022-058C",52787,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,49.99,624,612,NA,NA,"EA","ORB",2022-01-01
"52742","GEESAT 4","2022-058D",52788,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,50.01,621,615,NA,NA,"EA","ORB",2022-01-01
"52743","GEESAT 5","2022-058E",52789,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,49.99,623,613,NA,NA,"EA","ORB",2022-01-01
"52744","GEESAT 6","2022-058F",52790,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,50.01,622,614,NA,NA,"EA","ORB",2022-01-01
"52745","GEESAT 7","2022-058G",52791,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,50,623,613,NA,NA,"EA","ORB",2022-01-01
"52746","GEESAT 8","2022-058H",52792,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,50,623,613,NA,NA,"EA","ORB",2022-01-01
"52747","GEESAT 9","2022-058J",52793,"PAY","+","PRC","2022-06-02","XICLF",NA,97.06,50,625,611,NA,NA,"EA","ORB",2022-01-01
"52748","CZ-2C R/B","2022-058K",52794,"R/B",NA,"PRC","2022-06-02","XICLF",NA,95.26,50.17,602,461,NA,NA,"EA","ORB",2022-01-01
"52749","PROGRESS-MS 20","2022-059A",52795,"PAY","+","CIS","2022-06-03","TYMSC",NA,92.9,51.64,419,414,NA,NA,"25544","DOC",2022-01-01
"52750","SL-4 R/B","2022-059B",52796,"R/B","D","CIS","2022-06-03","TYMSC","2022-06-05",86.98,51.64,127,122,NA,NA,"EA","IMP",2022-01-01
"52751","SHENZHOU 14","2022-060A",52797,"PAY","+","PRC","2022-06-05","JSC",NA,92.19,41.47,383,381,NA,NA,"48274","DOC",2022-01-01
"52752","CZ-2F R/B","2022-060B",52798,"R/B","D","PRC","2022-06-05","JSC","2022-06-21",87.44,41.46,162,133,NA,NA,"EA","IMP",2022-01-01
"52753","OBJECT C","2022-060C",52799,"UNK","D","PRC","2022-06-05","JSC","2022-06-07",89.86,41.31,363,173,NA,NA,"EA","IMP",2022-01-01
"52754","OBJECT D","2022-060D",52800,"UNK","D","PRC","2022-06-05","JSC","2022-06-08",89.44,41.38,324,170,NA,NA,"EA","IMP",2022-01-01
"52755","OBJECT E","2022-060E",52801,"UNK","D","PRC","2022-06-05","JSC","2022-06-12",89.48,41.46,283,215,NA,NA,"EA","IMP",2022-01-01
"52756","OBJECT F","2022-060F",52802,"UNK","D","PRC","2022-06-05","JSC","2022-06-12",89.67,41.47,321,195,NA,NA,"EA","IMP",2022-01-01
"52771","NILESAT 301","2022-061A",52817,"PAY","+","EGYP","2022-06-08","AFETR",NA,1436.09,0.05,35798,35775,NA,NA,"EA","ORB",2022-01-01
"52772","FALCON 9 R/B","2022-061B",52818,"R/B",NA,"US","2022-06-08","AFETR",NA,818.14,19.05,44897,300,NA,NA,"EA","ORB",2022-01-01
"52784","STARLINK-4091","2022-062A",52830,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52785","STARLINK-4089","2022-062B",52831,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52786","STARLINK-4083","2022-062C",52832,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52787","STARLINK-4086","2022-062D",52833,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52788","STARLINK-4108","2022-062E",52834,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,539,NA,NA,"EA","ORB",2022-01-01
"52789","STARLINK-4080","2022-062F",52835,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52790","STARLINK-4043","2022-062G",52836,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52791","STARLINK-4036","2022-062H",52837,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,538,NA,NA,"EA","ORB",2022-01-01
"52792","STARLINK-4092","2022-062J",52838,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52793","STARLINK-4048","2022-062K",52839,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52794","STARLINK-4049","2022-062L",52840,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52795","STARLINK-4065","2022-062M",52841,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,538,NA,NA,"EA","ORB",2022-01-01
"52796","STARLINK-4046","2022-062N",52842,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52797","STARLINK-4188","2022-062P",52843,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,538,NA,NA,"EA","ORB",2022-01-01
"52798","STARLINK-4208","2022-062Q",52844,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,538,NA,NA,"EA","ORB",2022-01-01
"52799","STARLINK-4168","2022-062R",52845,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52800","STARLINK-4212","2022-062S",52846,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52801","STARLINK-4206","2022-062T",52847,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52802","STARLINK-4202","2022-062U",52848,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,538,NA,NA,"EA","ORB",2022-01-01
"52803","STARLINK-4197","2022-062V",52849,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,538,NA,NA,"EA","ORB",2022-01-01
"52804","STARLINK-4187","2022-062W",52850,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52805","STARLINK-3809","2022-062X",52851,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,538,NA,NA,"EA","ORB",2022-01-01
"52806","STARLINK-4184","2022-062Y",52852,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,538,NA,NA,"EA","ORB",2022-01-01
"52807","STARLINK-4189","2022-062Z",52853,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52808","STARLINK-4204","2022-062AA",52854,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52809","STARLINK-4209","2022-062AB",52855,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52810","STARLINK-4201","2022-062AC",52856,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52811","STARLINK-4199","2022-062AD",52857,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52812","STARLINK-4198","2022-062AE",52858,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52813","STARLINK-4196","2022-062AF",52859,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52814","STARLINK-4191","2022-062AG",52860,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52815","STARLINK-4112","2022-062AH",52861,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52816","STARLINK-4010","2022-062AJ",52862,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52817","STARLINK-4270","2022-062AK",52863,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52818","STARLINK-4267","2022-062AL",52864,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52819","STARLINK-4274","2022-062AM",52865,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52820","STARLINK-4272","2022-062AN",52866,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52821","STARLINK-4126","2022-062AP",52867,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52822","STARLINK-4261","2022-062AQ",52868,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52823","STARLINK-4266","2022-062AR",52869,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52824","STARLINK-4195","2022-062AS",52870,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52825","STARLINK-4207","2022-062AT",52871,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,539,NA,NA,"EA","ORB",2022-01-01
"52826","STARLINK-4213","2022-062AU",52872,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52827","STARLINK-4211","2022-062AV",52873,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,539,NA,NA,"EA","ORB",2022-01-01
"52828","STARLINK-4210","2022-062AW",52874,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52829","STARLINK-4193","2022-062AX",52875,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,539,NA,NA,"EA","ORB",2022-01-01
"52830","STARLINK-4200","2022-062AY",52876,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,539,NA,NA,"EA","ORB",2022-01-01
"52831","STARLINK-4214","2022-062AZ",52877,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52832","STARLINK-4171","2022-062BA",52878,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.21,541,539,NA,NA,"EA","ORB",2022-01-01
"52833","STARLINK-4139","2022-062BB",52879,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52834","STARLINK-4186","2022-062BC",52880,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52835","STARLINK-4192","2022-062BD",52881,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52836","STARLINK-4181","2022-062BE",52882,"PAY","+","US","2022-06-17","AFETR",NA,95.44,53.22,541,539,NA,NA,"EA","ORB",2022-01-01
"52841","SARAH-1","2022-063A",52887,"PAY","+","GER","2022-06-18","AFWTR",NA,99.74,98.39,747,745,NA,"NEA","EA","ORB",2022-01-01
"52842","GLOBALSTAR FM15","2022-064A",52888,"PAY","+","US","2022-06-19","AFETR",NA,107.66,51.98,1125,1112,NA,NA,"EA","ORB",2022-01-01
"52843","USA 328","2022-064B",52889,"PAY","+","US","2022-06-19","AFETR",NA,95.14,53,532,519,NA,"NEA","EA","ORB",2022-01-01
"52844","USA 329","2022-064C",52890,"PAY","+","US","2022-06-19","AFETR",NA,95.14,53,532,519,NA,"NEA","EA","ORB",2022-01-01
"52845","USA 330","2022-064D",52891,"PAY","+","US","2022-06-19","AFETR",NA,95.14,53,532,519,NA,"NEA","EA","ORB",2022-01-01
"52846","USA 331","2022-064E",52892,"PAY","+","US","2022-06-19","AFETR",NA,95.14,53,532,519,NA,"NEA","EA","ORB",2022-01-01
"52848","PVSAT","2022-065A",52894,"PAY","+","SKOR","2022-06-21","NSC",NA,98.8,98.04,707,695,NA,NA,"EA","ORB",2022-01-01
"52849","KSLV-II DUMMY","2022-065B",52895,"PAY","+","SKOR","2022-06-21","NSC",NA,98.76,98.04,704,694,NA,NA,"EA","ORB",2022-01-01
"52850","KSLV-II R/B","2022-065C",52896,"R/B",NA,"SKOR","2022-06-21","NSC",NA,98.44,98.09,695,673,NA,NA,"EA","ORB",2022-01-01
"52851","STEP CUBE LAB-II","2022-065D",52897,"PAY","+","SKOR","2022-06-21","NSC",NA,98.74,98.04,704,693,NA,NA,"EA","ORB",2022-01-01
"52852","RANDEV","2022-065E",52898,"PAY","+","SKOR","2022-06-21","NSC",NA,98.73,98.04,703,693,NA,NA,"EA","ORB",2022-01-01
"52853","SNUGLITE-II","2022-065F",52899,"PAY","+","SKOR","2022-06-21","NSC",NA,98.73,98.04,703,693,NA,NA,"EA","ORB",2022-01-01
"52854","MIMAN","2022-065G",52900,"PAY","+","SKOR","2022-06-21","NSC",NA,98.75,98.04,704,694,NA,NA,"EA","ORB",2022-01-01
"52855","TIANXING-1","2022-066A",52901,"PAY","+","PRC","2022-06-22","JSC",NA,90.15,96.75,299,264,NA,NA,"EA","ORB",2022-01-01
"52856","KZ-1A R/B","2022-066B",52902,"R/B","D","PRC","2022-06-22","JSC","2022-06-23",87.86,96.78,243,94,NA,NA,"EA","IMP",2022-01-01
"52857","CMS-02 (GSAT 24)","2022-067A",52903,"PAY","+","IND","2022-06-22","FRGUI",NA,1436.06,0.05,35808,35764,NA,NA,"EA","ORB",2022-01-01
"52858","MEASAT 3D","2022-067B",52904,"PAY","+","MALA","2022-06-22","FRGUI",NA,1436.11,0.04,35799,35774,NA,NA,"EA","ORB",2022-01-01
"52860","ARIANE 5 R/B","2022-067D",52906,"R/B",NA,"FR","2022-06-22","FRGUI",NA,628.71,6.49,35598,267,NA,NA,"EA","ORB",2022-01-01
"52861","YAOGAN-35 02A","2022-068A",52907,"PAY","+","PRC","2022-06-23","XICLF",NA,94.54,35,500,493,NA,NA,"EA","ORB",2022-01-01
"52862","YAOGAN-35 02B","2022-068B",52908,"PAY","+","PRC","2022-06-23","XICLF",NA,94.55,35,507,487,NA,NA,"EA","ORB",2022-01-01
"52863","YAOGAN-35 02C","2022-068C",52909,"PAY","+","PRC","2022-06-23","XICLF",NA,94.55,35,504,489,NA,NA,"EA","ORB",2022-01-01
"52864","CZ-2D R/B","2022-068D",52910,"R/B",NA,"PRC","2022-06-23","XICLF",NA,94.01,34.99,479,462,NA,NA,"EA","ORB",2022-01-01
"52866","GAOFEN 12-3","2022-069A",52912,"PAY","+","PRC","2022-06-27","JSC",NA,97.27,97.98,630,626,NA,NA,"EA","ORB",2022-01-01
"52867","CZ-4C R/B","2022-069B",52913,"R/B",NA,"PRC","2022-06-27","JSC",NA,95.51,97.96,594,492,NA,NA,"EA","ORB",2022-01-01
"52868","CAPSTONE","2022-070A",52914,"PAY","+","US","2022-06-28","RLLB",NA,1408.08,39.08,70215,258,NA,NA,"EA","ORB",2022-01-01
"52869","ELECTRON R/B","2022-070B",52915,"R/B","D","US","2022-06-28","RLLB","2022-06-28",87.61,39.1,164,148,NA,NA,"EA","IMP",2022-01-01
"52870","LUNAR PHOTON","2022-070C",52916,"R/B",NA,"US","2022-06-28","RLLB",NA,1408.08,39.08,70215,258,NA,NA,"EA","ORB",2022-01-01
"52871","NACHOS-1","2022-015D",52917,"PAY","+","US","2022-02-19","WLPIS",NA,92.06,51.64,380,372,NA,NA,"EA","ORB",2022-01-01
"52887","SES-22","2022-071A",52933,"PAY","+","SES","2022-06-29","AFETR",NA,1436.08,0.02,35799,35773,NA,NA,"EA","ORB",2022-01-01
"52888","FALCON 9 R/B","2022-071B",52934,"R/B",NA,"US","2022-06-29","AFETR",NA,629.08,16.84,35561,323,NA,NA,"EA","ORB",2022-01-01
"52889","DS-EO","2022-072A",52935,"PAY","+","SING","2022-06-30","SRILR",NA,96.01,9.99,573,562,NA,NA,"EA","ORB",2022-01-01
"52890","OBJECT B","2022-072B",52936,"UNK",NA,"TBD","2022-06-30","SRILR",NA,95.9,9.99,567,557,NA,NA,"EA","ORB",2022-01-01
"52891","NEUSAR","2022-072C",52937,"PAY","+","SING","2022-06-30","SRILR",NA,96.04,9.99,575,563,NA,NA,"EA","ORB",2022-01-01
"52892","OBJECT D","2022-072D",52938,"UNK",NA,"TBD","2022-06-30","SRILR",NA,95.54,9.9,578,511,NA,NA,"EA","ORB",2022-01-01
"52893","OBJECT E","2022-072E",52939,"UNK",NA,"TBD","2022-06-30","SRILR",NA,95.76,9.95,580,530,NA,NA,"EA","ORB",2022-01-01
"52894","WFOV (USA 332)","2022-073A",52940,"PAY","+","US","2022-07-01","AFETR",NA,1436.08,0.26,35794,35779,NA,NA,"EA","ORB",2022-01-01
"52895","USA 333","2022-073B",52941,"PAY","+","US","2022-07-01","AFETR",NA,1418.47,0.1,35543,35339,NA,"NEA","EA","ORB",2022-01-01
"52896","ATLAS 5 CENTAUR R/B","2022-073C",52942,"R/B",NA,"US","2022-07-01","AFETR",NA,1557.06,0.06,40051,36193,NA,NA,"EA","ORB",2022-01-01
"52898","RECURVE","2022-074A",52944,"PAY","+","US","2022-07-02","WRAS",NA,94.44,45,492,491,NA,NA,"EA","ORB",2022-01-01
"52899","NACHOS-2","2022-074B",52945,"PAY","+","US","2022-07-02","WRAS",NA,94.43,45,492,490,NA,NA,"EA","ORB",2022-01-01
"52900","OBJECT C","2022-074C",52946,"UNK",NA,"US","2022-07-02","WRAS",NA,93.7,45,486,425,NA,NA,"EA","ORB",2022-01-01
"52901","SLINGSHOT 1","2022-074D",52947,"PAY","+","US","2022-07-02","WRAS",NA,94.4,44.99,492,487,NA,NA,"EA","ORB",2022-01-01
"52902","OBJECT E","2022-074E",52948,"UNK",NA,"US","2022-07-02","WRAS",NA,94.36,45,491,484,NA,NA,"EA","ORB",2022-01-01
"52903","MISR-B-1","2022-074F",52949,"PAY","+","US","2022-07-02","WRAS",NA,94.35,44.99,490,484,NA,NA,"EA","ORB",2022-01-01
"52904","CTIM","2022-074G",52950,"PAY","+","US","2022-07-02","WRAS",NA,94.36,45.01,490,486,NA,NA,"EA","ORB",2022-01-01
"52905","GUNSMOKE-L","2022-074H",52951,"PAY","+","US","2022-07-02","WRAS",NA,94.38,44.98,491,487,NA,NA,"EA","ORB",2022-01-01
"52937","DUMMY CUBESAT","2022-065H",52983,"PAY","-","SKOR","2022-06-21","NSC",NA,98.76,98.03,704,695,NA,NA,"EA","ORB",2022-01-01
"52938","COSMOS 2557 [GLONASS-K]","2022-075A",52984,"PAY","+","CIS","2022-07-07","PLMSC",NA,675.73,64.81,19161,19099,NA,NA,"EA","ORB",2022-01-01
