"","OBJECT_NAME","OBJECT_ID","NORAD_CAT_ID","OBJECT_TYPE","OPS_STATUS_CODE","OWNER","LAUNCH_DATE","LAUNCH_SITE","DECAY_DATE","PERIOD","INCLINATION","APOGEE","PERIGEE","RCS","DATA_STATUS_CODE","ORBIT_CENTER","ORBIT_TYPE","LAUNCH_YEAR"
"43920","CHINASAT 2D (ZX 2D)","2019-001A",43920,"PAY","+","PRC","2019-01-10","XICLF",NA,1436.08,0.01,35790,35782,NA,NA,"EA","ORB",2019-01-01
"43921","CZ-3B R/B","2019-001B",43921,"R/B","D","PRC","2019-01-10","XICLF","2019-07-03",99.91,26.75,1414,94,NA,NA,"EA","IMP",2019-01-01
"43922","IRIDIUM 180","2019-002A",43922,"PAY","+","US","2019-01-11","AFWTR",NA,100.4,86.4,779,776,NA,NA,"EA","ORB",2019-01-01
"43923","IRIDIUM 176","2019-002B",43923,"PAY","+","US","2019-01-11","AFWTR",NA,97.81,86.62,656,652,NA,NA,"EA","ORB",2019-01-01
"43924","IRIDIUM 168","2019-002C",43924,"PAY","+","US","2019-01-11","AFWTR",NA,100.4,86.4,779,776,NA,NA,"EA","ORB",2019-01-01
"43925","IRIDIUM 173","2019-002D",43925,"PAY","+","US","2019-01-11","AFWTR",NA,100.4,86.4,779,776,NA,NA,"EA","ORB",2019-01-01
"43926","IRIDIUM 169","2019-002E",43926,"PAY","+","US","2019-01-11","AFWTR",NA,100.1,86.43,768,758,NA,NA,"EA","ORB",2019-01-01
"43927","IRIDIUM 172","2019-002F",43927,"PAY","+","US","2019-01-11","AFWTR",NA,100.4,86.4,779,776,NA,NA,"EA","ORB",2019-01-01
"43928","IRIDIUM 175","2019-002G",43928,"PAY","+","US","2019-01-11","AFWTR",NA,97.81,86.62,656,652,NA,NA,"EA","ORB",2019-01-01
"43929","IRIDIUM 171","2019-002H",43929,"PAY","+","US","2019-01-11","AFWTR",NA,100.4,86.41,779,776,NA,NA,"EA","ORB",2019-01-01
"43930","IRIDIUM 170","2019-002J",43930,"PAY","+","US","2019-01-11","AFWTR",NA,97.81,86.62,656,652,NA,NA,"EA","ORB",2019-01-01
"43931","IRIDIUM 167","2019-002K",43931,"PAY","+","US","2019-01-11","AFWTR",NA,100.4,86.4,779,776,NA,NA,"EA","ORB",2019-01-01
"43932","RAPIS-1","2019-003A",43932,"PAY","+","JPN","2019-01-18","KSCUT",NA,95.22,97.18,532,526,NA,NA,"EA","ORB",2019-01-01
"43933","ORIGAMISAT-1","2019-003B",43933,"PAY","D","JPN","2019-01-18","KSCUT","2022-04-30",88.1,97.11,190,171,NA,NA,"EA","IMP",2019-01-01
"43934","RISESAT","2019-003C",43934,"PAY","+","JPN","2019-01-18","KSCUT",NA,93.75,97.13,469,448,NA,NA,"EA","ORB",2019-01-01
"43935","MICRODRAGON","2019-003D",43935,"PAY","+","VTNM","2019-01-18","KSCUT",NA,94.28,97.13,496,471,NA,NA,"EA","ORB",2019-01-01
"43936","EPSILON R/B","2019-003E",43936,"R/B",NA,"JPN","2019-01-18","KSCUT",NA,94.22,97.13,497,465,NA,NA,"EA","ORB",2019-01-01
"43937","NEXUS (FO-99)","2019-003F",43937,"PAY","+","JPN","2019-01-18","KSCUT",NA,93.88,97.12,479,450,NA,NA,"EA","ORB",2019-01-01
"43938","ALE-1","2019-003G",43938,"PAY","+","JPN","2019-01-18","KSCUT",NA,92.6,97.13,411,393,NA,NA,"EA","ORB",2019-01-01
"43940","AOBA VELOX-IV","2019-003J",43940,"PAY","+","SGJP","2019-01-18","KSCUT",NA,93.25,97.12,445,422,NA,NA,"EA","ORB",2019-01-01
"43941","USA 290","2019-004A",43941,"PAY","+","US","2019-01-19","AFWTR",NA,92.67,73.58,415,400,NA,"NEA","EA","ORB",2019-01-01
"43942","LINGQUE 1A","2019-005A",43942,"PAY","D","PRC","2019-01-21","JSC","2022-06-14",88.12,97.49,195,167,NA,NA,"EA","IMP",2019-01-01
"43943","JILIN-01-09","2019-005B",43943,"PAY","+","PRC","2019-01-21","JSC",NA,95.09,97.5,531,515,NA,NA,"EA","ORB",2019-01-01
"43944","XIAOXIANG 3","2019-005C",43944,"PAY","+","PRC","2019-01-21","JSC",NA,94.7,97.5,511,497,NA,NA,"EA","ORB",2019-01-01
"43945","CZ-11 R/B","2019-005D",43945,"R/B","D","PRC","2019-01-21","JSC","2019-01-28",87.55,97.33,207,100,NA,NA,"EA","IMP",2019-01-01
"43946","JILIN-01-10","2019-005E",43946,"PAY","+","PRC","2019-01-21","JSC",NA,95.09,97.5,535,511,NA,NA,"EA","ORB",2019-01-01
"43947","MICROSAT-R","2019-006A",43947,"PAY","D","IND","2019-01-24","SRILR","2019-07-23",87.5,96.61,163,138,NA,NA,"EA","IMP",2019-01-01
"43948","KALAMSAT-V2 & PSLV R/B","2019-006B",43948,"PAY","-","IND","2019-01-24","SRILR",NA,92.96,98.82,422,417,NA,NA,"EA","ORB",2019-01-01
"44034","HELLAS-SAT 4 & SGS-1","2019-007A",44034,"PAY","+","GRSA","2019-02-05","FRGUI",NA,1436.1,0.06,35809,35764,NA,NA,"EA","ORB",2019-01-01
"44035","GSAT-31","2019-007B",44035,"PAY","+","IND","2019-02-05","FRGUI",NA,1436.12,0.08,35805,35769,NA,NA,"EA","ORB",2019-01-01
"44036","ARIANE 5 R/B","2019-007C",44036,"R/B",NA,"FR","2019-02-05","FRGUI",NA,478.87,3.1,27557,238,NA,NA,"EA","ORB",2019-01-01
"44047","EGYPTSAT-A (MISRSAT-A)","2019-008A",44047,"PAY","+","EGYP","2019-02-21","TYMSC",NA,97.8,98.01,655,653,NA,NA,"EA","ORB",2019-01-01
"44048","NUSANTARA SATU","2019-009A",44048,"PAY","+","INDO","2019-02-22","AFETR",NA,1436.09,0.02,35795,35778,NA,NA,"EA","ORB",2019-01-01
"44049","BERESHEET","2019-009B",44049,"PAY","D","ISRA","2019-02-22","AFETR","2019-04-11",16049.8,25,407521,1261,NA,NA,"MO","IMP",2019-01-01
"44050","FALCON 9 R/B","2019-009C",44050,"R/B","D","US","2019-02-22","AFETR","2021-01-03",109.15,25.12,2282,92,NA,NA,"EA","IMP",2019-01-01
"44057","ONEWEB-0012","2019-010A",44057,"PAY","+","UK","2019-02-27","FRGUI",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2019-01-01
"44058","ONEWEB-0010","2019-010B",44058,"PAY","+","UK","2019-02-27","FRGUI",NA,109.37,87.91,1198,1197,NA,NA,"EA","ORB",2019-01-01
"44059","ONEWEB-0008","2019-010C",44059,"PAY","+","UK","2019-02-27","FRGUI",NA,109.37,87.91,1199,1196,NA,NA,"EA","ORB",2019-01-01
"44060","ONEWEB-0007","2019-010D",44060,"PAY","+","UK","2019-02-27","FRGUI",NA,109.46,87.91,1203,1201,NA,NA,"EA","ORB",2019-01-01
"44061","ONEWEB-0006","2019-010E",44061,"PAY","+","UK","2019-02-27","FRGUI",NA,109.46,87.92,1203,1201,NA,NA,"EA","ORB",2019-01-01
"44062","ONEWEB-0011","2019-010F",44062,"PAY","+","UK","2019-02-27","FRGUI",NA,109.46,87.92,1203,1200,NA,NA,"EA","ORB",2019-01-01
"44063","CREW DRAGON DEMO-1","2019-011A",44063,"PAY","D","US","2019-03-02","AFETR","2019-03-08",92.49,51.64,400,393,NA,NA,"EA","LAN",2019-01-01
"44065","S5","2019-009D",44065,"PAY","P","US","2019-02-22","AFETR",NA,1449.58,3.13,36066,36034,NA,NA,"EA","ORB",2019-01-01
"44067","CHINASAT 6C (ZX 6C)","2019-012A",44067,"PAY","+","PRC","2019-03-09","XICLF",NA,1436.05,0.04,35805,35766,NA,NA,"EA","ORB",2019-01-01
"44068","CZ-3B R/B","2019-012B",44068,"R/B",NA,"PRC","2019-03-09","XICLF",NA,391.1,24.23,22490,185,NA,NA,"EA","ORB",2019-01-01
"44069","SOYUZ-MS 12","2019-013A",44069,"PAY","D","CIS","2019-03-14","TYMSC","2019-10-03",92.9,51.64,421,411,NA,NA,"EA","LAN",2019-01-01
"44070","SL-4 R/B","2019-013B",44070,"R/B","D","CIS","2019-03-14","TYMSC","2019-03-17",87.53,51.63,154,150,NA,NA,"EA","IMP",2019-01-01
"44071","WGS 10 (USA 291)","2019-014A",44071,"PAY","+","US","2019-03-16","AFETR",NA,1436.1,0.02,35788,35785,NA,NA,"EA","ORB",2019-01-01
"44072","PRISMA","2019-015A",44072,"PAY","+","IT","2019-03-22","FRGUI",NA,97.06,97.87,619,617,NA,NA,"EA","ORB",2019-01-01
"44073","R3D2","2019-016A",44073,"PAY","D","US","2019-03-28","RLLB","2021-05-23",87.73,39.51,172,152,NA,NA,"EA","IMP",2019-01-01
"44074","ELECTRON KICK STAGE R/B","2019-016B",44074,"R/B","D","US","2019-03-28","RLLB","2021-06-25",88.6,39.49,216,194,NA,NA,"EA","IMP",2019-01-01
"44075","ELECTRON R/B","2019-016C",44075,"R/B","D","US","2019-03-28","RLLB","2019-04-15",87.64,39.51,168,147,NA,NA,"EA","IMP",2019-01-01
"44076","TIANLIAN 2-01","2019-017A",44076,"PAY","+","PRC","2019-03-31","XICLF",NA,1436.09,0.12,35931,35642,NA,NA,"EA","ORB",2019-01-01
"44077","CZ-3B R/B","2019-017B",44077,"R/B",NA,"PRC","2019-03-31","XICLF",NA,460.15,26.65,26562,170,NA,NA,"EA","ORB",2019-01-01
"44078","EMISAT","2019-018A",44078,"PAY","+","IND","2019-04-01","SRILR",NA,99.74,98.42,759,734,NA,NA,"EA","ORB",2019-01-01
"44079","FLOCK 4A-1","2019-018B",44079,"PAY","-","US","2019-04-01","SRILR",NA,93.59,97.29,456,444,NA,NA,"EA","ORB",2019-01-01
"44080","FLOCK 4A-2","2019-018C",44080,"PAY","+","US","2019-04-01","SRILR",NA,93.63,97.29,458,447,NA,NA,"EA","ORB",2019-01-01
"44081","FLOCK 4A-3","2019-018D",44081,"PAY","-","US","2019-04-01","SRILR",NA,93.64,97.3,459,446,NA,NA,"EA","ORB",2019-01-01
"44082","FLOCK 4A-4","2019-018E",44082,"PAY","-","US","2019-04-01","SRILR",NA,93.63,97.29,459,446,NA,NA,"EA","ORB",2019-01-01
"44083","ASTROCAST 0.2","2019-018F",44083,"PAY","+","SWTZ","2019-04-01","SRILR",NA,94.13,97.31,483,469,NA,NA,"EA","ORB",2019-01-01
"44084","LEMUR-2-JOHANLORAN","2019-018G",44084,"PAY","+","US","2019-04-01","SRILR",NA,93.23,97.3,438,427,NA,NA,"EA","ORB",2019-01-01
"44085","LEMUR-2-BEAUDACIOUS","2019-018H",44085,"PAY","+","US","2019-04-01","SRILR",NA,93.68,97.3,462,448,NA,NA,"EA","ORB",2019-01-01
"44086","LEMUR-2-ELHAM","2019-018J",44086,"PAY","+","US","2019-04-01","SRILR",NA,93.48,97.3,451,439,NA,NA,"EA","ORB",2019-01-01
"44087","LEMUR-2-VICTOR-ANDREW","2019-018K",44087,"PAY","+","US","2019-04-01","SRILR",NA,93.22,97.3,437,427,NA,NA,"EA","ORB",2019-01-01
"44088","FLOCK 4A-17","2019-018L",44088,"PAY","+","US","2019-04-01","SRILR",NA,93.66,97.3,460,447,NA,NA,"EA","ORB",2019-01-01
"44089","FLOCK 4A-18","2019-018M",44089,"PAY","-","US","2019-04-01","SRILR",NA,93.52,97.3,454,440,NA,NA,"EA","ORB",2019-01-01
"44090","FLOCK 4A-19","2019-018N",44090,"PAY","+","US","2019-04-01","SRILR",NA,93.65,97.3,461,446,NA,NA,"EA","ORB",2019-01-01
"44091","FLOCK 4A-20","2019-018P",44091,"PAY","-","US","2019-04-01","SRILR",NA,93.5,97.29,452,439,NA,NA,"EA","ORB",2019-01-01
"44092","FLOCK 4A-8","2019-018Q",44092,"PAY","-","US","2019-04-01","SRILR",NA,93.58,97.3,455,444,NA,NA,"EA","ORB",2019-01-01
"44093","FLOCK 4A-7","2019-018R",44093,"PAY","-","US","2019-04-01","SRILR",NA,93.49,97.29,450,440,NA,NA,"EA","ORB",2019-01-01
"44094","FLOCK 4A-6","2019-018S",44094,"PAY","+","US","2019-04-01","SRILR",NA,93.66,97.3,460,448,NA,NA,"EA","ORB",2019-01-01
"44095","FLOCK 4A-5","2019-018T",44095,"PAY","+","US","2019-04-01","SRILR",NA,93.75,97.3,464,452,NA,NA,"EA","ORB",2019-01-01
"44096","FLOCK 4A-11","2019-018U",44096,"PAY","+","US","2019-04-01","SRILR",NA,93.66,97.3,460,448,NA,NA,"EA","ORB",2019-01-01
"44097","FLOCK 4A-10","2019-018V",44097,"PAY","-","US","2019-04-01","SRILR",NA,93.96,97.3,476,461,NA,NA,"EA","ORB",2019-01-01
"44098","FLOCK 4A-9","2019-018W",44098,"PAY","+","US","2019-04-01","SRILR",NA,93.61,97.3,457,445,NA,NA,"EA","ORB",2019-01-01
"44099","FLOCK 4A-16","2019-018X",44099,"PAY","-","US","2019-04-01","SRILR",NA,93.62,97.3,458,446,NA,NA,"EA","ORB",2019-01-01
"44100","FLOCK 4A-15","2019-018Y",44100,"PAY","-","US","2019-04-01","SRILR",NA,93.58,97.3,456,444,NA,NA,"EA","ORB",2019-01-01
"44101","FLOCK 4A-14","2019-018Z",44101,"PAY","-","US","2019-04-01","SRILR",NA,93.64,97.3,459,447,NA,NA,"EA","ORB",2019-01-01
"44102","FLOCK 4A-13","2019-018AA",44102,"PAY","-","US","2019-04-01","SRILR",NA,93.67,97.3,461,447,NA,NA,"EA","ORB",2019-01-01
"44103","AISTECHSAT-3","2019-018AB",44103,"PAY","+","SPN","2019-04-01","SRILR",NA,94.13,97.29,485,468,NA,NA,"EA","ORB",2019-01-01
"44104","AIS & APRS & ARIS & R/B","2019-018AC",44104,"PAY","+","IND","2019-04-01","SRILR",NA,93.66,97.39,489,419,NA,NA,"EA","ORB",2019-01-01
"44105","BLUEWALKER 1","2019-018AD",44105,"PAY","+","LTU","2019-04-01","SRILR",NA,93.46,97.4,476,412,NA,NA,"EA","ORB",2019-01-01
"44108","FLOCK 4A-12","2019-018AE",44108,"PAY","-","US","2019-04-01","SRILR",NA,93.67,97.3,460,448,NA,NA,"EA","ORB",2019-01-01
"44109","M6P","2019-018AF",44109,"PAY","+","LTU","2019-04-01","SRILR",NA,93.25,97.39,463,404,NA,NA,"EA","ORB",2019-01-01
"44110","PROGRESS-MS 11","2019-019A",44110,"PAY","D","CIS","2019-04-04","TYMSC","2019-07-29",92.84,51.64,418,409,NA,NA,"EA","IMP",2019-01-01
"44111","SL-4 R/B","2019-019B",44111,"R/B","D","CIS","2019-04-04","TYMSC","2019-04-07",87.44,51.65,149,146,NA,NA,"EA","IMP",2019-01-01
"44112","O3B FM20","2019-020A",44112,"PAY","+","O3B","2019-04-04","FRGUI",NA,287.93,0.05,8070,8061,NA,NA,"EA","ORB",2019-01-01
"44113","O3B FM19","2019-020B",44113,"PAY","+","O3B","2019-04-04","FRGUI",NA,287.93,0.07,8069,8063,NA,NA,"EA","ORB",2019-01-01
"44114","O3B FM17","2019-020C",44114,"PAY","+","O3B","2019-04-04","FRGUI",NA,287.93,0.03,8070,8061,NA,NA,"EA","ORB",2019-01-01
"44115","O3B FM18","2019-020D",44115,"PAY","+","O3B","2019-04-04","FRGUI",NA,287.93,0.05,8070,8062,NA,NA,"EA","ORB",2019-01-01
"44116","FREGAT R/B","2019-020E",44116,"R/B",NA,"CIS","2019-04-04","FRGUI",NA,276.39,0.06,7687,7667,NA,NA,"EA","ORB",2019-01-01
"44186","ARABSAT-6A","2019-021A",44186,"PAY","+","AB","2019-04-11","AFETR",NA,1436.04,0.05,35810,35761,NA,NA,"EA","ORB",2019-01-01
"44187","FALCON HEAVY R/B","2019-021B",44187,"R/B","D","US","2019-04-11","AFETR","2021-06-15",226.31,19.72,11754,94,NA,NA,"EA","IMP",2019-01-01
"44188","CYGNUS NG-11","2019-022A",44188,"PAY","D","US","2019-04-17","WLPIS","2019-12-06",90.39,51.68,376,212,NA,NA,"EA","IMP",2019-01-01
"44204","BEIDOU-3 IGSO-1","2019-023A",44204,"PAY","S","PRC","2019-04-20","XICLF",NA,1436.08,56.74,35887,35685,NA,NA,"EA","ORB",2019-01-01
"44205","CZ-3B R/B","2019-023B",44205,"R/B",NA,"PRC","2019-04-20","XICLF",NA,472.59,28.09,27256,183,NA,NA,"EA","ORB",2019-01-01
"44206","ANTARES R/B","2019-022B",44206,"R/B","D","US","2019-04-17","WLPIS","2019-04-28",87.27,51.6,144,134,NA,NA,"EA","IMP",2019-01-01
"44207","TIANHUI 2-01A","2019-024A",44207,"PAY","+","PRC","2019-04-29","TAISC",NA,94.94,97.46,517,514,NA,NA,"EA","ORB",2019-01-01
"44209","TIANHUI 2-01B","2019-024C",44209,"PAY","+","PRC","2019-04-29","TAISC",NA,94.94,97.46,517,514,NA,NA,"EA","ORB",2019-01-01
"44210","CZ-4C R/B","2019-024D",44210,"R/B","D","PRC","2019-04-29","TAISC","2020-07-04",87.02,97.46,136,118,NA,NA,"EA","IMP",2019-01-01
"44222","DRAGON CRS-17","2019-025A",44222,"PAY","D","US","2019-05-04","AFETR","2019-06-03",92.69,51.64,417,396,NA,NA,"EA","LAN",2019-01-01
"44225","AFOTEC-1 (FALCON ODE)","2019-026A",44225,"PAY","+","US","2019-05-05","RLLB",NA,94.23,40.02,485,478,NA,NA,"EA","ORB",2019-01-01
"44226","SPARC-1","2019-026B",44226,"PAY","+","US","2019-05-05","RLLB",NA,93.79,40.02,463,458,NA,NA,"EA","ORB",2019-01-01
"44227","ELECTRON KICK STAGE R/B","2019-026C",44227,"R/B",NA,"US","2019-05-05","RLLB",NA,93.92,40.02,468,464,NA,NA,"EA","ORB",2019-01-01
"44228","ELECTRON R/B","2019-026D",44228,"R/B","D","US","2019-05-05","RLLB","2019-05-17",87.86,40,197,140,NA,NA,"EA","IMP",2019-01-01
"44229","HARBINGER (ICEYE-X3)","2019-026E",44229,"PAY","+","US","2019-05-05","RLLB",NA,94.23,40.01,485,478,NA,NA,"EA","ORB",2019-01-01
"44231","BEIDOU-2 G8","2019-027A",44231,"PAY","+","PRC","2019-05-17","XICLF",NA,1436.17,1.15,35816,35760,NA,NA,"EA","ORB",2019-01-01
"44232","CZ-3C R/B","2019-027B",44232,"R/B",NA,"PRC","2019-05-17","XICLF",NA,533.79,19.4,30618,221,NA,NA,"EA","ORB",2019-01-01
"44233","RISAT-2B","2019-028A",44233,"PAY","+","IND","2019-05-22","SRILR",NA,96.09,37,578,565,NA,NA,"EA","ORB",2019-01-01
"44234","PSLV R/B","2019-028B",44234,"R/B",NA,"IND","2019-05-22","SRILR",NA,94.79,37.03,546,471,NA,NA,"EA","ORB",2019-01-01
"44235","STARLINK-31","2019-029A",44235,"PAY","D","US","2019-05-24","AFETR","2020-10-01",87.44,52.97,154,142,NA,NA,"EA","IMP",2019-01-01
"44236","STARLINK-22","2019-029B",44236,"PAY","D","US","2019-05-24","AFETR","2020-08-09",91.29,53,342,333,NA,NA,"EA","IMP",2019-01-01
"44237","STARLINK-23","2019-029C",44237,"PAY","D","US","2019-05-24","AFETR","2020-09-02",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44238","STARLINK-24","2019-029D",44238,"PAY","-","US","2019-05-24","AFETR",NA,90.79,52.99,322,305,NA,NA,"EA","ORB",2019-01-01
"44239","STARLINK-25","2019-029E",44239,"PAY","D","US","2019-05-24","AFETR","2020-09-01",93.27,53.01,436,434,NA,NA,"EA","IMP",2019-01-01
"44240","STARLINK-26","2019-029F",44240,"PAY","D","US","2019-05-24","AFETR","2021-04-10",87.72,52.96,165,158,NA,NA,"EA","IMP",2019-01-01
"44241","STARLINK-27","2019-029G",44241,"PAY","D","US","2019-05-24","AFETR","2020-09-26",93.17,53.01,431,429,NA,NA,"EA","IMP",2019-01-01
"44242","STARLINK-28","2019-029H",44242,"PAY","D","US","2019-05-24","AFETR","2020-08-21",87.16,52.99,137,130,NA,NA,"EA","IMP",2019-01-01
"44243","STARLINK-29","2019-029J",44243,"PAY","D","US","2019-05-24","AFETR","2020-10-13",91.13,53,331,329,NA,NA,"EA","IMP",2019-01-01
"44244","STARLINK-30","2019-029K",44244,"PAY","D","US","2019-05-24","AFETR","2020-10-13",87.64,52.97,160,155,NA,NA,"EA","IMP",2019-01-01
"44245","STARLINK-21","2019-029L",44245,"PAY","D","US","2019-05-24","AFETR","2020-09-22",93.17,53,431,428,NA,NA,"EA","IMP",2019-01-01
"44246","STARLINK-46","2019-029M",44246,"PAY","D","US","2019-05-24","AFETR","2020-02-20",87.8,52.97,183,148,NA,NA,"EA","IMP",2019-01-01
"44247","STARLINK-33","2019-029N",44247,"PAY","D","US","2019-05-24","AFETR","2020-08-29",91.28,53.01,338,336,NA,NA,"EA","IMP",2019-01-01
"44248","STARLINK-34","2019-029P",44248,"PAY","D","US","2019-05-24","AFETR","2020-09-03",87.44,52.99,150,145,NA,NA,"EA","IMP",2019-01-01
"44249","STARLINK-61","2019-029Q",44249,"PAY","D","US","2019-05-24","AFETR","2022-07-29",88.1,52.94,183,178,NA,NA,"EA","IMP",2019-01-01
"44250","STARLINK-36","2019-029R",44250,"PAY","D","US","2019-05-24","AFETR","2020-09-15",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44251","STARLINK-37","2019-029S",44251,"PAY","D","US","2019-05-24","AFETR","2020-09-16",87.98,52.96,181,168,NA,NA,"EA","IMP",2019-01-01
"44252","STARLINK-71","2019-029T",44252,"PAY","P","US","2019-05-24","AFETR",NA,91.06,53,337,317,NA,NA,"EA","ORB",2019-01-01
"44253","STARLINK-39","2019-029U",44253,"PAY","D","US","2019-05-24","AFETR","2020-09-18",88.08,52.99,187,173,NA,NA,"EA","IMP",2019-01-01
"44254","STARLINK-32","2019-029V",44254,"PAY","D","US","2019-05-24","AFETR","2020-09-12",87.36,52.99,149,139,NA,NA,"EA","IMP",2019-01-01
"44255","STARLINK-66","2019-029W",44255,"PAY","D","US","2019-05-24","AFETR","2020-08-21",91.13,53,331,329,NA,NA,"EA","IMP",2019-01-01
"44256","STARLINK-42","2019-029X",44256,"PAY","D","US","2019-05-24","AFETR","2020-09-16",91.53,52.99,357,342,NA,NA,"EA","IMP",2019-01-01
"44257","STARLINK-43","2019-029Y",44257,"PAY","D","US","2019-05-24","AFETR","2022-01-27",87.16,52.98,167,100,NA,NA,"EA","IMP",2019-01-01
"44258","STARLINK-40","2019-029Z",44258,"PAY","D","US","2019-05-24","AFETR","2020-09-05",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44259","STARLINK-52","2019-029AA",44259,"PAY","D","US","2019-05-24","AFETR","2020-10-13",91.13,53,331,329,NA,NA,"EA","IMP",2019-01-01
"44260","STARLINK-45","2019-029AB",44260,"PAY","D","US","2019-05-24","AFETR","2020-09-04",87.88,52.99,176,163,NA,NA,"EA","IMP",2019-01-01
"44261","STARLINK-44","2019-029AC",44261,"PAY","D","US","2019-05-24","AFETR","2020-09-05",93.27,53,435,434,NA,NA,"EA","IMP",2019-01-01
"44262","STARLINK-49","2019-029AD",44262,"PAY","D","US","2019-05-24","AFETR","2020-09-29",88.68,53,215,204,NA,NA,"EA","IMP",2019-01-01
"44263","STARLINK-72","2019-029AE",44263,"PAY","D","US","2019-05-24","AFETR","2020-10-16",93.23,53,434,432,NA,NA,"EA","IMP",2019-01-01
"44264","STARLINK-35","2019-029AF",44264,"PAY","D","US","2019-05-24","AFETR","2020-09-16",87.74,52.99,166,160,NA,NA,"EA","IMP",2019-01-01
"44265","STARLINK-63","2019-029AG",44265,"PAY","D","US","2019-05-24","AFETR","2020-10-13",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44266","STARLINK-54","2019-029AH",44266,"PAY","D","US","2019-05-24","AFETR","2020-09-15",87.14,52.98,146,120,NA,NA,"EA","IMP",2019-01-01
"44267","STARLINK-69","2019-029AJ",44267,"PAY","D","US","2019-05-24","AFETR","2020-09-16",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44268","STARLINK-55","2019-029AK",44268,"PAY","D","US","2019-05-24","AFETR","2021-03-09",92.31,53,389,386,NA,NA,"EA","IMP",2019-01-01
"44269","STARLINK-57","2019-029AL",44269,"PAY","D","US","2019-05-24","AFETR","2020-09-18",87.77,52.99,169,159,NA,NA,"EA","IMP",2019-01-01
"44270","STARLINK-58","2019-029AM",44270,"PAY","D","US","2019-05-24","AFETR","2020-08-23",87.28,53.01,147,133,NA,NA,"EA","IMP",2019-01-01
"44271","STARLINK-59","2019-029AN",44271,"PAY","D","US","2019-05-24","AFETR","2020-10-15",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44272","STARLINK-51","2019-029AP",44272,"PAY","D","US","2019-05-24","AFETR","2020-09-02",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44273","STARLINK-60","2019-029AQ",44273,"PAY","D","US","2019-05-24","AFETR","2020-12-26",92.26,53,388,382,NA,NA,"EA","IMP",2019-01-01
"44274","STARLINK-62","2019-029AR",44274,"PAY","D","US","2019-05-24","AFETR","2020-08-28",91.13,53.01,331,329,NA,NA,"EA","IMP",2019-01-01
"44275","STARLINK-64","2019-029AS",44275,"PAY","D","US","2019-05-24","AFETR","2021-05-21",87.98,52.98,179,171,NA,NA,"EA","IMP",2019-01-01
"44276","STARLINK-65","2019-029AT",44276,"PAY","D","US","2019-05-24","AFETR","2020-10-21",93.31,53,438,435,NA,NA,"EA","IMP",2019-01-01
"44277","STARLINK-41","2019-029AU",44277,"PAY","D","US","2019-05-24","AFETR","2020-08-09",91.28,53.01,340,335,NA,NA,"EA","IMP",2019-01-01
"44278","STARLINK-67","2019-029AV",44278,"PAY","D","US","2019-05-24","AFETR","2020-05-27",87.58,52.97,158,151,NA,NA,"EA","IMP",2019-01-01
"44279","STARLINK-68","2019-029AW",44279,"PAY","D","US","2019-05-24","AFETR","2021-06-26",93.17,52.99,430,429,NA,NA,"EA","IMP",2019-01-01
"44280","STARLINK-38","2019-029AX",44280,"PAY","D","US","2019-05-24","AFETR","2020-09-06",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44281","STARLINK-70","2019-029AY",44281,"PAY","D","US","2019-05-24","AFETR","2021-10-03",87.94,52.98,179,166,NA,NA,"EA","IMP",2019-01-01
"44282","STARLINK-80","2019-029AZ",44282,"PAY","D","US","2019-05-24","AFETR","2022-05-04",88.49,52.99,207,193,NA,NA,"EA","IMP",2019-01-01
"44283","STARLINK-56","2019-029BA",44283,"PAY","D","US","2019-05-24","AFETR","2020-09-10",88.29,52.99,197,183,NA,NA,"EA","IMP",2019-01-01
"44284","STARLINK-73","2019-029BB",44284,"PAY","D","US","2019-05-24","AFETR","2020-09-28",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44285","STARLINK-50","2019-029BC",44285,"PAY","D","US","2019-05-24","AFETR","2020-09-17",93.17,53,430,429,NA,NA,"EA","IMP",2019-01-01
"44286","STARLINK-75","2019-029BD",44286,"PAY","D","US","2019-05-24","AFETR","2021-03-28",91.84,53.01,370,359,NA,NA,"EA","IMP",2019-01-01
"44287","STARLINK-76","2019-029BE",44287,"PAY","D","US","2019-05-24","AFETR","2021-09-26",87.62,52.96,159,154,NA,NA,"EA","IMP",2019-01-01
"44288","STARLINK-79","2019-029BF",44288,"PAY","D","US","2019-05-24","AFETR","2020-10-03",93.17,53.01,430,429,NA,NA,"EA","IMP",2019-01-01
"44289","STARLINK-48","2019-029BG",44289,"PAY","D","US","2019-05-24","AFETR","2021-04-18",94.73,53,506,505,NA,NA,"EA","IMP",2019-01-01
"44290","STARLINK-78","2019-029BH",44290,"PAY","D","US","2019-05-24","AFETR","2020-09-16",88.26,53,195,182,NA,NA,"EA","IMP",2019-01-01
