"","OBJECT_NAME","OBJECT_ID","NORAD_CAT_ID","OBJECT_TYPE","OPS_STATUS_CODE","OWNER","LAUNCH_DATE","LAUNCH_SITE","DECAY_DATE","PERIOD","INCLINATION","APOGEE","PERIGEE","RCS","DATA_STATUS_CODE","ORBIT_CENTER","ORBIT_TYPE","LAUNCH_YEAR"
"48973","ONEWEB-0255","2021-060G",48973,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48974","ONEWEB-0256","2021-060H",48974,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1199,1196,NA,NA,"EA","ORB",2021-01-01
"48975","ONEWEB-0257","2021-060J",48975,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48976","ONEWEB-0258","2021-060K",48976,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48977","ONEWEB-0259","2021-060L",48977,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48978","ONEWEB-0260","2021-060M",48978,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1199,1196,NA,NA,"EA","ORB",2021-01-01
"48979","ONEWEB-0261","2021-060N",48979,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48980","ONEWEB-0262","2021-060P",48980,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48981","ONEWEB-0263","2021-060Q",48981,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1198,1197,NA,NA,"EA","ORB",2021-01-01
"48982","ONEWEB-0264","2021-060R",48982,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48983","ONEWEB-0265","2021-060S",48983,"PAY","D","UK",2021-07-01,"VOSTO","2022-03-30",87.44,87.38,152,144,NA,NA,"EA","IMP",2021-01-01
"48984","ONEWEB-0266","2021-060T",48984,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48985","ONEWEB-0267","2021-060U",48985,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48986","ONEWEB-0268","2021-060V",48986,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1196,NA,NA,"EA","ORB",2021-01-01
"48987","ONEWEB-0269","2021-060W",48987,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.38,87.9,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48988","ONEWEB-0270","2021-060X",48988,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48989","ONEWEB-0271","2021-060Y",48989,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48990","ONEWEB-0272","2021-060Z",48990,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48991","ONEWEB-0273","2021-060AA",48991,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48992","ONEWEB-0274","2021-060AB",48992,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48993","ONEWEB-0275","2021-060AC",48993,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48994","ONEWEB-0276","2021-060AD",48994,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48995","ONEWEB-0277","2021-060AE",48995,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48996","ONEWEB-0278","2021-060AF",48996,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48997","ONEWEB-0279","2021-060AG",48997,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48998","ONEWEB-0280","2021-060AH",48998,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.38,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"48999","ONEWEB-0281","2021-060AJ",48999,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1196,NA,NA,"EA","ORB",2021-01-01
"49000","ONEWEB-0282","2021-060AK",49000,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1198,1197,NA,NA,"EA","ORB",2021-01-01
"49001","ONEWEB-0283","2021-060AL",49001,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.9,1199,1197,NA,NA,"EA","ORB",2021-01-01
"49002","ONEWEB-0284","2021-060AM",49002,"PAY","+","UK",2021-07-01,"VOSTO",NA,109.37,87.91,1199,1197,NA,NA,"EA","ORB",2021-01-01
"49073","ONEWEB-0285","2021-075A",49075,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49074","ONEWEB-0286","2021-075B",49076,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1216,1212,NA,NA,"EA","ORB",2021-01-01
"49075","ONEWEB-0287","2021-075C",49077,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49076","ONEWEB-0288","2021-075D",49078,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49077","ONEWEB-0289","2021-075E",49079,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49078","ONEWEB-0290","2021-075F",49080,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49079","ONEWEB-0291","2021-075G",49081,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49080","ONEWEB-0293","2021-075H",49082,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49081","ONEWEB-0294","2021-075J",49083,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1213,NA,NA,"EA","ORB",2021-01-01
"49082","ONEWEB-0295","2021-075K",49084,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1196,1192,NA,NA,"EA","ORB",2021-01-01
"49083","ONEWEB-0296","2021-075L",49085,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1216,1212,NA,NA,"EA","ORB",2021-01-01
"49084","ONEWEB-0297","2021-075M",49086,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.88,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49085","ONEWEB-0298","2021-075N",49087,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1196,1192,NA,NA,"EA","ORB",2021-01-01
"49086","ONEWEB-0299","2021-075P",49088,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.91,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49087","ONEWEB-0300","2021-075Q",49089,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49088","ONEWEB-0301","2021-075R",49090,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49089","ONEWEB-0302","2021-075S",49091,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49090","ONEWEB-0304","2021-075T",49092,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49091","ONEWEB-0305","2021-075U",49093,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49092","ONEWEB-0308","2021-075V",49094,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49093","ONEWEB-0309","2021-075W",49095,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49094","ONEWEB-0310","2021-075X",49096,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.88,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49095","ONEWEB-0311","2021-075Y",49097,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49096","ONEWEB-0312","2021-075Z",49098,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49097","ONEWEB-0313","2021-075AA",49099,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49098","ONEWEB-0314","2021-075AB",49100,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49099","ONEWEB-0315","2021-075AC",49101,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49100","ONEWEB-0316","2021-075AD",49102,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.2,87.92,1192,1188,NA,NA,"EA","ORB",2021-01-01
"49101","ONEWEB-0317","2021-075AE",49103,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49102","ONEWEB-0318","2021-075AF",49104,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.2,87.92,1192,1188,NA,NA,"EA","ORB",2021-01-01
"49103","ONEWEB-0319","2021-075AG",49105,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1196,1192,NA,NA,"EA","ORB",2021-01-01
"49104","ONEWEB-0323","2021-075AH",49106,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.72,87.89,1215,1212,NA,NA,"EA","ORB",2021-01-01
"49105","ONEWEB-0329","2021-075AJ",49107,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49106","ONEWEB-0330","2021-075AK",49108,"PAY","+","UK",2021-08-21,"TYMSC",NA,109.29,87.9,1195,1192,NA,NA,"EA","ORB",2021-01-01
"49126","STARLINK-3096","2021-082B",49131,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49127","STARLINK-3090","2021-082C",49132,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49128","STARLINK-3077","2021-082D",49133,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,575,570,NA,NA,"EA","ORB",2021-01-01
"49129","STARLINK-3078","2021-082E",49134,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49130","STARLINK-3073","2021-082F",49135,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49131","STARLINK-3084","2021-082G",49136,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,575,570,NA,NA,"EA","ORB",2021-01-01
"49132","STARLINK-3055","2021-082H",49137,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49133","STARLINK-3058","2021-082J",49138,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49134","STARLINK-3057","2021-082K",49139,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49135","STARLINK-3118","2021-082L",49140,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49136","STARLINK-3093","2021-082M",49141,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49137","STARLINK-3042","2021-082N",49142,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49138","STARLINK-3109","2021-082P",49143,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,575,569,NA,NA,"EA","ORB",2021-01-01
"49139","STARLINK-3100","2021-082Q",49144,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49140","STARLINK-3119","2021-082R",49145,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49141","STARLINK-3116","2021-082S",49146,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49142","STARLINK-3071","2021-082T",49147,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49143","STARLINK-3048","2021-082U",49148,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49144","STARLINK-3053","2021-082V",49149,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49145","STARLINK-3104","2021-082W",49150,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49146","STARLINK-3102","2021-082X",49151,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49147","STARLINK-3081","2021-082Y",49152,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49148","STARLINK-3072","2021-082Z",49153,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49149","STARLINK-3068","2021-082AA",49154,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,575,569,NA,NA,"EA","ORB",2021-01-01
"49150","STARLINK-3060","2021-082AB",49155,"PAY","+","US",2021-09-14,"AFWTR",NA,96.21,70,579,575,NA,NA,"EA","ORB",2021-01-01
"49151","STARLINK-3085","2021-082AC",49156,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49152","STARLINK-3051","2021-082AD",49157,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,575,569,NA,NA,"EA","ORB",2021-01-01
"49153","STARLINK-3083","2021-082AE",49158,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49154","STARLINK-3056","2021-082AF",49159,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49155","STARLINK-3095","2021-082AG",49160,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49156","STARLINK-3080","2021-082AH",49161,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49157","STARLINK-3082","2021-082AJ",49162,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49158","STARLINK-3088","2021-082AK",49163,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49159","STARLINK-3106","2021-082AL",49164,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49160","STARLINK-3052","2021-082AM",49165,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49161","STARLINK-3089","2021-082AN",49166,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49162","STARLINK-3054","2021-082AP",49167,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49163","STARLINK-3101","2021-082AQ",49168,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49164","STARLINK-3046","2021-082AR",49169,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49165","STARLINK-3074","2021-082AS",49170,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49166","STARLINK-3107","2021-082AT",49171,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49167","STARLINK-3091","2021-082AU",49172,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49168","STARLINK-3045","2021-082AV",49173,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49169","STARLINK-3047","2021-082AW",49174,"PAY","+","US",2021-09-14,"AFWTR",NA,96.15,70,576,573,NA,NA,"EA","ORB",2021-01-01
"49170","STARLINK-3087","2021-082AX",49175,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49171","STARLINK-3069","2021-082AY",49176,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49172","STARLINK-3103","2021-082AZ",49177,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49173","STARLINK-3086","2021-082BA",49178,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49174","STARLINK-3043","2021-082BB",49179,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49175","STARLINK-3050","2021-082BC",49180,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49176","STARLINK-3059","2021-082BD",49181,"PAY","+","US",2021-09-14,"AFWTR",NA,96.11,70,574,570,NA,NA,"EA","ORB",2021-01-01
"49181","ONEWEB-0292","2021-083A",49186,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1208,NA,NA,"EA","ORB",2021-01-01
"49182","ONEWEB-0303","2021-083B",49187,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1191,1188,NA,NA,"EA","ORB",2021-01-01
"49183","ONEWEB-0306","2021-083C",49188,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1192,1188,NA,NA,"EA","ORB",2021-01-01
"49184","ONEWEB-0307","2021-083D",49189,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1208,NA,NA,"EA","ORB",2021-01-01
"49185","ONEWEB-0320","2021-083E",49190,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1191,1188,NA,NA,"EA","ORB",2021-01-01
"49186","ONEWEB-0321","2021-083F",49191,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.6,87.21,598,594,NA,NA,"EA","ORB",2021-01-01
"49187","ONEWEB-0322","2021-083G",49192,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1209,NA,NA,"EA","ORB",2021-01-01
"49188","ONEWEB-0324","2021-083H",49193,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1192,1188,NA,NA,"EA","ORB",2021-01-01
"49189","ONEWEB-0325","2021-083J",49194,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.91,1191,1189,NA,NA,"EA","ORB",2021-01-01
"49190","ONEWEB-0326","2021-083K",49195,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1192,1188,NA,NA,"EA","ORB",2021-01-01
"49191","ONEWEB-0327","2021-083L",49196,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1192,1188,NA,NA,"EA","ORB",2021-01-01
"49192","ONEWEB-0328","2021-083M",49197,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1208,NA,NA,"EA","ORB",2021-01-01
"49193","ONEWEB-0331","2021-083N",49198,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1191,1188,NA,NA,"EA","ORB",2021-01-01
"49194","ONEWEB-0333","2021-083P",49199,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1209,NA,NA,"EA","ORB",2021-01-01
"49195","ONEWEB-0334","2021-083Q",49200,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.61,87.21,597,595,NA,NA,"EA","ORB",2021-01-01
"49196","ONEWEB-0335","2021-083R",49201,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1208,NA,NA,"EA","ORB",2021-01-01
"49197","ONEWEB-0336","2021-083S",49202,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1208,NA,NA,"EA","ORB",2021-01-01
"49198","ONEWEB-0337","2021-083T",49203,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1208,NA,NA,"EA","ORB",2021-01-01
"49199","ONEWEB-0338","2021-083U",49204,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.6,87.22,596,596,NA,NA,"EA","ORB",2021-01-01
"49200","ONEWEB-0339","2021-083V",49205,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1209,NA,NA,"EA","ORB",2021-01-01
"49201","ONEWEB-0340","2021-083W",49206,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1191,1188,NA,NA,"EA","ORB",2021-01-01
"49202","ONEWEB-0341","2021-083X",49207,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1191,1188,NA,NA,"EA","ORB",2021-01-01
"49203","ONEWEB-0342","2021-083Y",49208,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.6,87.21,597,595,NA,NA,"EA","ORB",2021-01-01
"49204","ONEWEB-0343","2021-083Z",49209,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1191,1189,NA,NA,"EA","ORB",2021-01-01
"49205","ONEWEB-0344","2021-083AA",49210,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1212,1208,NA,NA,"EA","ORB",2021-01-01
"49206","ONEWEB-0345","2021-083AB",49211,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1212,1208,NA,NA,"EA","ORB",2021-01-01
"49207","ONEWEB-0346","2021-083AC",49212,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.2,87.92,1192,1188,NA,NA,"EA","ORB",2021-01-01
"49208","ONEWEB-0348","2021-083AD",49213,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.61,87.21,596,596,NA,NA,"EA","ORB",2021-01-01
"49209","ONEWEB-0350","2021-083AE",49214,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1208,NA,NA,"EA","ORB",2021-01-01
"49210","ONEWEB-0351","2021-083AF",49215,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.61,87.21,597,595,NA,NA,"EA","ORB",2021-01-01
"49211","ONEWEB-0352","2021-083AG",49216,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1209,NA,NA,"EA","ORB",2021-01-01
"49212","ONEWEB-0354","2021-083AH",49217,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.6,87.21,597,595,NA,NA,"EA","ORB",2021-01-01
"49213","ONEWEB-0355","2021-083AJ",49218,"PAY","+","UK",2021-09-14,"TYMSC",NA,109.63,87.9,1211,1209,NA,NA,"EA","ORB",2021-01-01
"49214","ONEWEB-0357","2021-083AK",49219,"PAY","+","UK",2021-09-14,"TYMSC",NA,96.6,87.21,596,595,NA,NA,"EA","ORB",2021-01-01
"49274","ONEWEB-0332","2021-090A",49279,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.55,87.91,1207,1205,NA,NA,"EA","ORB",2021-01-01
"49275","ONEWEB-0347","2021-090B",49280,"PAY","+","UK",2021-10-14,"VOSTO",NA,100.58,87.7,790,782,NA,NA,"EA","ORB",2021-01-01
"49276","ONEWEB-0349","2021-090C",49281,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.92,1183,1180,NA,NA,"EA","ORB",2021-01-01
"49277","ONEWEB-0353","2021-090D",49282,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.55,87.91,1207,1205,NA,NA,"EA","ORB",2021-01-01
"49278","ONEWEB-0356","2021-090E",49283,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.93,1184,1180,NA,NA,"EA","ORB",2021-01-01
"49279","ONEWEB-0358","2021-090F",49284,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.93,1184,1180,NA,NA,"EA","ORB",2021-01-01
"49280","ONEWEB-0359","2021-090G",49285,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.93,1183,1180,NA,NA,"EA","ORB",2021-01-01
"49281","ONEWEB-0360","2021-090H",49286,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.93,1183,1180,NA,NA,"EA","ORB",2021-01-01
"49282","ONEWEB-0361","2021-090J",49287,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.93,1183,1180,NA,NA,"EA","ORB",2021-01-01
"49283","ONEWEB-0362","2021-090K",49288,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.11,87.93,1187,1184,NA,NA,"EA","ORB",2021-01-01
"49284","ONEWEB-0363","2021-090L",49289,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.93,1183,1180,NA,NA,"EA","ORB",2021-01-01
"49285","ONEWEB-0364","2021-090M",49290,"PAY","+","UK",2021-10-14,"VOSTO",NA,100.85,87.69,802,796,NA,NA,"EA","ORB",2021-01-01
"49286","ONEWEB-0365","2021-090N",49291,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.11,87.92,1187,1184,NA,NA,"EA","ORB",2021-01-01
"49287","ONEWEB-0366","2021-090P",49292,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.55,87.91,1207,1204,NA,NA,"EA","ORB",2021-01-01
"49288","ONEWEB-0367","2021-090Q",49293,"PAY","+","UK",2021-10-14,"VOSTO",NA,109.03,87.92,1183,1181,NA,NA,"EA","ORB",2021-01-01
"49289","ONEWEB-0368","2021-090R",49294,"PAY","+","UK",2021-10-14,"VOSTO",NA,100.85,87.7,802,796,NA,NA,"EA","ORB",2021-01-01
