"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","26","27","28","29","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR","count"
"19103","2022-006R","Starlink2852","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-25",7477,0,0.938987,0,4.90874,3.36528,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-5999.61,-4462.09,3.022,2.24236,-3.01103,5.90124,2022,2022-01-01,1
"19104","2022-006S","Starlink2853","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-06",7477,0,0.938987,0,4.90874,0.972233,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-532.126,-7458.04,2.96667,3.74497,-0.264854,5.90119,2022,2022-01-01,1
"19105","2022-006T","Starlink2854","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-08",7477,0,0.938987,0,4.90874,0.191304,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-788.483,-7435.31,2.9654,3.73364,-0.393583,5.90119,2022,2022-01-01,1
"19106","2022-006U","Starlink2855","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-07",7477,0,0.938987,0,4.90874,3.2261,1458.69,-7333.33,0,4.22938,0.841276,5.89193,6128.81,-4282.9,2.98376,2.14863,3.07879,5.90113,2022,2022-01-01,1
"19107","2022-006V","Starlink2856","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-29",7477,0,0.938987,0,4.90874,1.36703,1458.69,-7333.33,0,4.22938,0.841276,5.89193,367.763,-7467.95,2.96613,3.74968,0.186999,5.90118,2022,2022-01-01,1
"19108","2022-006W","Starlink2857","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-03",7477,0,0.938987,0,4.90874,5.28182,1458.69,-7333.33,0,4.22938,0.841276,5.89193,6408.91,-3851.15,2.97921,1.93175,3.21931,5.90113,2022,2022-01-01,1
"19109","2022-006X","Starlink2858","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-17",7477,0,0.938987,0,4.90874,6.03907,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-1925.58,-7224.79,2.97878,3.62828,-0.964593,5.9012,2022,2022-01-01,1
"19110","2022-006Y","Starlink2859","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-30",7477,0,0.938987,0,4.90874,5.11027,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-6360.95,-3929.87,3.02045,1.97524,-3.19262,5.90125,2022,2022-01-01,1
"19111","2022-006Z","Starlink2860","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-15",7477,0,0.938987,0,4.90874,0.90697,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-1675.66,-7286.82,2.97804,3.65935,-0.839084,5.90119,2022,2022-01-01,1
"19112","2022-006AA","Starlink2861","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-04",7477,0,0.938987,0,4.90874,2.18178,1458.69,-7333.33,0,4.22938,0.841276,5.89193,6341.73,-3960.81,2.97989,1.98684,3.1856,5.90113,2022,2022-01-01,1
"19113","2022-006AB","Starlink2862","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-18",7477,0,0.938987,0,4.90874,3.94225,1458.69,-7333.33,0,4.22938,0.841276,5.89193,1765.64,-7265.54,2.96751,3.64761,0.88884,5.90117,2022,2022-01-01,1
"19114","2022-006AC","Starlink2863","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-26",7477,0,0.938987,0,4.90874,1.13023,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-6075.7,-4357.92,3.0231,2.19008,-3.04926,5.90124,2022,2022-01-01,1
"19115","2022-006AD","Starlink2864","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-07",7477,0,0.938987,0,4.90874,4.33656,1458.69,-7333.33,0,4.22938,0.841276,5.89193,6129.05,-4282.55,2.98376,2.14845,3.07891,5.90113,2022,2022-01-01,1
"19116","2022-006AE","Starlink2865","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-15",7477,0,0.938987,0,4.90874,0.841717,1458.69,-7333.33,0,4.22938,0.841276,5.89193,5483.52,-5082.96,2.97149,2.55056,2.75501,5.90114,2022,2022-01-01,1
"19117","2022-006AF","Starlink2866","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-28",7477,0,0.938987,0,4.90874,6.1961,1458.69,-7333.33,0,4.22938,0.841276,5.89193,495.917,-7460.54,2.9638,3.74592,0.251343,5.90118,2022,2022-01-01,1
"19118","2022-006AG","Starlink2867","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-12",7477,0,0.938987,0,4.90874,1.67339,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-4860.94,-5681.26,3.00641,2.85417,-2.43893,5.90122,2022,2022-01-01,1
"19119","2022-006AH","Starlink2868","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-07",7477,0,0.938987,0,4.90874,4.83043,1458.69,-7333.33,0,4.22938,0.841276,5.89193,6129.06,-4282.54,2.98376,2.14845,3.07891,5.90113,2022,2022-01-01,1
"19120","2022-006AI","Starlink2869","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-24",7477,0,0.938987,0,4.90874,2.09235,1458.69,-7333.33,0,4.22938,0.841276,5.89193,1007.83,-7408.77,2.96084,3.71976,0.508365,5.90118,2022,2022-01-01,1
"19121","2022-006AJ","Starlink2870","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-11",7477,0,0.938987,0,4.90874,3.9514,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-1170.94,-7384.74,2.97005,3.70837,-0.585633,5.90119,2022,2022-01-01,1
"19122","2022-006AK","Starlink2871","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-18",7477,0,0.938987,0,4.90874,5.05369,1458.69,-7333.33,0,4.22938,0.841276,5.89193,1765.53,-7265.56,2.96751,3.64763,0.888783,5.90117,2022,2022-01-01,1
"19123","2022-006AL","Starlink2872","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-03",7477,0,0.938987,0,4.90874,3.21927,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-3926.38,-6363.1,2.98931,3.19623,-1.96948,5.90121,2022,2022-01-01,1
"19124","2022-006AM","Starlink2873","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-31",7477,0,0.938987,0,4.90874,0.875519,1458.69,-7333.33,0,4.22938,0.841276,5.89193,3895.73,-6381.91,2.96468,3.20328,1.95813,5.90116,2022,2022-01-01,1
"19125","2022-006AN","Starlink2874","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-22",7477,0,0.938987,0,4.90874,1.92851,1458.69,-7333.33,0,4.22938,0.841276,5.89193,4833.14,-5704.94,2.97533,2.86307,2.42862,5.90115,2022,2022-01-01,1
"19126","2022-006AO","Starlink2875","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-25",7477,0,0.938987,0,4.90874,6.20574,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-5999.82,-4461.8,3.022,2.24222,-3.01113,5.90124,2022,2022-01-01,1
"19127","2022-006AP","Starlink2876","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-16",7477,0,0.938987,0,4.90874,4.88888,1458.69,-7333.33,0,4.22938,0.841276,5.89193,5395.39,-5176.42,2.97175,2.59752,2.71078,5.90114,2022,2022-01-01,1
"19128","2022-006AQ","Starlink2877","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-27",7477,0,0.938987,0,4.90874,4.86472,1458.69,-7333.33,0,4.22938,0.841276,5.89193,624.334,-7450.89,2.96186,3.74103,0.315819,5.90118,2022,2022-01-01,1
"19129","2022-006AR","Starlink2878","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-10",7477,0,0.938987,0,4.90874,2.24986,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-1043.72,-7403.79,2.96782,3.71789,-0.52175,5.90119,2022,2022-01-01,1
"19130","2022-006AS","Starlink2879","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-02",7477,0,0.938987,0,4.90874,1.395,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-3816.69,-6429.5,2.98994,3.22953,-1.91438,5.90121,2022,2022-01-01,1
"19131","2022-006AT","Starlink2880","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-21",7477,0,0.938987,0,4.90874,1.6656,1458.69,-7333.33,0,4.22938,0.841276,5.89193,1388.82,-7346.88,2.96504,3.68857,0.69965,5.90118,2022,2022-01-01,1
"19132","2022-006AU","Starlink2881","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-16",7477,0,0.938987,0,4.90874,0.909321,1458.69,-7333.33,0,4.22938,0.841276,5.89193,2014.69,-7200.46,2.9662,3.61486,1.01387,5.90117,2022,2022-01-01,1
"19133","2022-006AV","Starlink2882","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-05",7477,0,0.938987,0,4.90874,3.54979,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-4143.14,-6224.14,2.99042,3.12652,-2.07836,5.90121,2022,2022-01-01,1
"19134","2022-006AW","Starlink2883","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-28",7477,0,0.938987,0,4.90874,2.69492,1458.69,-7333.33,0,4.22938,0.841276,5.89193,-6221.98,-4146.38,3.0223,2.08391,-3.12277,5.90124,2022,2022-01-01,1
"19135","2022-006AX","Starlink2884","plat","+","LEO","comms","USA","AFETR",2022-06-29,"2032-06-28",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-10",7477,0,0.938987,0,4.90874,3.99339,1458.69,-7333.33,0,4.22938,0.841276,5.89193,2745.96,-6954.51,2.96061,3.49114,1.38098,5.90117,2022,2022-01-01,1
"19136","2022-007A","Starlink2885","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-06",7477,0,0.938987,0,5.10509,5.03351,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-2849.49,-6912.73,6.0785,3.47345,-1.4266,5.9007,2022,2022-01-01,1
"19137","2022-007B","Starlink2886","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-10",7477,0,0.938987,0,5.10509,4.35019,2861.32,-6907.85,0,3.98399,1.65022,5.89193,420.92,-7465.14,6.04805,3.7488,0.216156,5.90068,2022,2022-01-01,1
"19138","2022-007C","Starlink2887","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-11",7477,0,0.938987,0,5.10509,0.879984,2861.32,-6907.85,0,3.98399,1.65022,5.89193,292.313,-7471.28,6.05032,3.75197,0.151574,5.90068,2022,2022-01-01,1
"19139","2022-007D","Starlink2888","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-23",7477,0,0.938987,0,5.10509,3.54509,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-4820.28,-5715.8,6.11067,2.8736,-2.41708,5.90071,2022,2022-01-01,1
"19140","2022-007E","Starlink2889","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-18",7477,0,0.938987,0,5.10509,1.10276,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-607.555,-7452.27,6.06136,3.74299,-0.300352,5.90068,2022,2022-01-01,1
"19141","2022-007F","Starlink2890","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-03",7477,0,0.938987,0,5.10509,0.271563,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-2609.63,-7006.81,6.07731,3.52054,-1.30608,5.9007,2022,2022-01-01,1
"19142","2022-007G","Starlink2891","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-05",7477,0,0.938987,0,5.10509,5.77382,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-2849.23,-6912.84,6.0785,3.4735,-1.42646,5.9007,2022,2022-01-01,1
"19143","2022-007H","Starlink2892","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-05",7477,0,0.938987,0,5.10509,3.52865,2861.32,-6907.85,0,3.98399,1.65022,5.89193,6945.94,-2767.55,6.04092,1.3855,3.49017,5.90061,2022,2022-01-01,1
"19144","2022-007I","Starlink2893","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-26",7477,0,0.938987,0,5.10509,3.57842,2861.32,-6907.85,0,3.98399,1.65022,5.89193,5519.38,-5044,6.03775,2.52966,2.77514,5.90064,2022,2022-01-01,1
"19145","2022-007J","Starlink2894","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-13",7477,0,0.938987,0,5.10509,2.52542,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-3770.49,-6456.69,6.09807,3.24501,-1.8894,5.90071,2022,2022-01-01,1
"19146","2022-007K","Starlink2895","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-15",7477,0,0.938987,0,5.10509,1.74449,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-3990.47,-6323.1,6.09888,3.17806,-1.99996,5.90071,2022,2022-01-01,1
"19147","2022-007L","Starlink2896","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-23",7477,0,0.938987,0,5.10509,4.53283,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-4820.27,-5715.81,6.11067,2.87361,-2.41707,5.90071,2022,2022-01-01,1
"19148","2022-007M","Starlink2897","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-01",7477,0,0.938987,0,5.10509,2.0412,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-2367.44,-7092.3,6.07837,3.56332,-1.18439,5.9007,2022,2022-01-01,1
"19149","2022-007N","Starlink2898","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-12-01",7477,0,0.938987,0,5.10509,1.16071,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-5558.63,-5000.72,6.11942,2.51496,-2.78832,5.90073,2022,2022-01-01,1
"19150","2022-007O","Starlink2899","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-18",7477,0,0.938987,0,5.10509,1.65411,2861.32,-6907.85,0,3.98399,1.65022,5.89193,6159.31,-4238.91,6.03904,2.12493,3.09602,5.90063,2022,2022-01-01,1
"19151","2022-007P","Starlink2900","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-04",7477,0,0.938987,0,5.10509,2.50994,2861.32,-6907.85,0,3.98399,1.65022,5.89193,1187.57,-7382.08,6.04945,3.7066,0.601126,5.90067,2022,2022-01-01,1
"19152","2022-007Q","Starlink2901","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-24",7477,0,0.938987,0,5.10509,5.4708,2861.32,-6907.85,0,3.98399,1.65022,5.89193,5689.63,-4851.15,6.0411,2.4327,2.86052,5.90064,2022,2022-01-01,1
"19153","2022-007R","Starlink2902","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-30",7477,0,0.938987,0,5.10509,5.24849,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-5471.78,-5095.6,6.11933,2.56255,-2.74464,5.90073,2022,2022-01-01,1
"19154","2022-007S","Starlink2903","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-10",7477,0,0.938987,0,5.10509,0.166175,2861.32,-6907.85,0,3.98399,1.65022,5.89193,420.821,-7465.15,6.04805,3.74881,0.216106,5.90068,2022,2022-01-01,1
"19155","2022-007T","Starlink2904","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-01",7477,0,0.938987,0,5.10509,1.21917,2861.32,-6907.85,0,3.98399,1.65022,5.89193,1566.8,-7310.99,6.04794,3.67067,0.79153,5.90067,2022,2022-01-01,1
"19156","2022-007U","Starlink2905","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-11",7477,0,0.938987,0,5.10509,3.10287,2861.32,-6907.85,0,3.98399,1.65022,5.89193,292.08,-7471.29,6.05032,3.75197,0.151457,5.90068,2022,2022-01-01,1
"19157","2022-007V","Starlink2906","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-12",7477,0,0.938987,0,5.10509,1.31774,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-3658.85,-6520.61,6.09682,3.27704,-1.8333,5.9007,2022,2022-01-01,1
"19158","2022-007W","Starlink2907","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-06",7477,0,0.938987,0,5.10509,2.46932,2861.32,-6907.85,0,3.98399,1.65022,5.89193,933.095,-7418.55,6.04703,3.72508,0.473345,5.90068,2022,2022-01-01,1
"19159","2022-007X","Starlink2908","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-03",7477,0,0.938987,0,5.10509,0.125568,2861.32,-6907.85,0,3.98399,1.65022,5.89193,7037.04,-2526.96,6.03856,1.26461,3.53577,5.90061,2022,2022-01-01,1
"19160","2022-007Y","Starlink2909","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-04",7477,0,0.938987,0,5.10509,2.93855,2861.32,-6907.85,0,3.98399,1.65022,5.89193,6992.49,-2647.76,6.03939,1.3253,3.51347,5.90061,2022,2022-01-01,1
"19161","2022-007Z","Starlink2910","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-15",7477,0,0.938987,0,5.10509,1.22736,2861.32,-6907.85,0,3.98399,1.65022,5.89193,6369.86,-3915.41,6.03641,1.96233,3.20155,5.90063,2022,2022-01-01,1
"19162","2022-007AA","Starlink2911","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-22",7477,0,0.938987,0,5.10509,3.01248,2861.32,-6907.85,0,3.98399,1.65022,5.89193,2675.57,-6981.89,6.04021,3.50469,1.34815,5.90067,2022,2022-01-01,1
"19163","2022-007AB","Starlink2912","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-05",7477,0,0.938987,0,5.10509,2.08368,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-2849.31,-6912.81,6.0785,3.47349,-1.42651,5.9007,2022,2022-01-01,1
"19164","2022-007AC","Starlink2913","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-19",7477,0,0.938987,0,5.10509,6.0724,2861.32,-6907.85,0,3.98399,1.65022,5.89193,6085.35,-4344.43,6.04045,2.17797,3.05894,5.90063,2022,2022-01-01,1
"19165","2022-007AD","Starlink2914","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-27",7477,0,0.938987,0,5.10509,4.94546,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-5201.63,-5371.09,6.12029,2.70073,-2.6088,5.90072,2022,2022-01-01,1
"19166","2022-007AE","Starlink2915","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-17",7477,0,0.938987,0,5.10509,3.30918,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-4205.57,-6182.12,6.09865,3.1074,-2.10808,5.90071,2022,2022-01-01,1
"19167","2022-007AF","Starlink2916","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-14",7477,0,0.938987,0,5.10509,0.965427,2861.32,-6907.85,0,3.98399,1.65022,5.89193,3607.96,-6548.9,6.03677,3.28665,1.81614,5.90066,2022,2022-01-01,1
"19168","2022-007AG","Starlink2917","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-17",7477,0,0.938987,0,5.10509,3.5566,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-4205.79,-6181.97,6.09865,3.10732,-2.10819,5.90071,2022,2022-01-01,1
"19169","2022-007AH","Starlink2918","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-05",7477,0,0.938987,0,5.10509,0.455106,2861.32,-6907.85,0,3.98399,1.65022,5.89193,6946.07,-2767.25,6.04092,1.38534,3.49023,5.90061,2022,2022-01-01,1
"19170","2022-007AI","Starlink2919","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-10-17",7477,0,0.938987,0,5.10509,2.11699,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-478.938,-7461.64,6.06138,3.74761,-0.235754,5.90068,2022,2022-01-01,1
"19171","2022-007AJ","Starlink2920","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-11-05",7477,0,0.938987,0,5.10509,3.07141,2861.32,-6907.85,0,3.98399,1.65022,5.89193,-2849.29,-6912.82,6.0785,3.47349,-1.4265,5.9007,2022,2022-01-01,1
"19172","2022-007AK","Starlink2921","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-09-08",7477,0,0.938987,0,5.10509,4.29692,2861.32,-6907.85,0,3.98399,1.65022,5.89193,4263.39,-6142.39,6.03777,3.08208,2.14505,5.90066,2022,2022-01-01,1
"19173","2022-007AL","Starlink2922","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-24",7477,0,0.938987,0,5.10509,1.77968,2861.32,-6907.85,0,3.98399,1.65022,5.89193,5689.92,-4850.8,6.0411,2.43253,2.86067,5.90064,2022,2022-01-01,1
"19174","2022-007AM","Starlink2923","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-24",7477,0,0.938987,0,5.10509,1.90339,2861.32,-6907.85,0,3.98399,1.65022,5.89193,5689.83,-4850.9,6.0411,2.43258,2.86062,5.90064,2022,2022-01-01,1
"19175","2022-007AN","Starlink2924","plat","+","LEO","comms","USA","AFETR",2022-07-29,"2032-07-29",107.239,227,1,1,53.8,1110,1110,2.4,3,3,"3","EA0","2022-08-24",7477,0,0.938987,0,5.10509,2.0271,2861.32,-6907.85,0,3.98399,1.65022,5.89193,5689.75,-4851.01,6.0411,2.43263,2.86058,5.90064,2022,2022-01-01,1
