"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","26","27","28","29","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR","count"
"15855","2019-034BF","Starlink388","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-02",6917,0,0.925025,0,1.309,6.20465,1790.25,6681.31,0,-4.41283,1.18241,6.0626,5797.27,3773.14,4.11579,-2.22691,3.41495,6.05294,2022,2019-01-01,1
"15856","2019-034BG","Starlink389","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-18",6917,0,0.925025,0,1.309,2.90893,1790.25,6681.31,0,-4.41283,1.18241,6.0626,6604.58,2055.33,4.11399,-1.21486,3.8917,6.05292,2022,2019-01-01,1
"15857","2019-034BH","Starlink390","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-22",6917,0,0.925025,0,1.309,1.72643,1790.25,6681.31,0,-4.41283,1.18241,6.0626,1968.24,6631.06,4.11342,-3.90932,1.15662,6.05298,2022,2019-01-01,1
"15858","2019-034BI","Starlink391","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-10",6917,0,0.925025,0,1.309,2.29133,1790.25,6681.31,0,-4.41283,1.18241,6.0626,-3015.62,6225.02,4.07113,-3.6674,-1.78057,6.05301,2022,2019-01-01,1
"15859","2019-034BJ","Starlink392","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-23",6917,0,0.925025,0,1.309,3.55708,1790.25,6681.31,0,-4.41283,1.18241,6.0626,-1560.25,6738.73,4.08627,-3.97093,-0.923075,6.053,2022,2019-01-01,1
"15860","2019-034BK","Starlink393","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-04",6917,0,0.925025,0,1.309,2.60686,1790.25,6681.31,0,-4.41283,1.18241,6.0626,3285.82,6086.73,4.11464,-3.5892,1.93348,6.05297,2022,2019-01-01,1
"15861","2019-034BL","Starlink394","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-15",6917,0,0.925025,0,1.309,2.72555,1790.25,6681.31,0,-4.41283,1.18241,6.0626,4371.87,5360.19,4.11218,-3.16155,2.57398,6.05296,2022,2019-01-01,1
"15862","2019-034BM","Starlink395","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-21",6917,0,0.925025,0,1.309,5.19085,1790.25,6681.31,0,-4.41283,1.18241,6.0626,6701.82,1711.87,4.11112,-1.01247,3.9492,6.05292,2022,2019-01-01,1
"15863","2019-034BN","Starlink396","plat","+","LEO","comms","USA","AFETR",2019-10-22,"2029-10-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-16",6917,0,0.925025,0,1.309,3.48619,1790.25,6681.31,0,-4.41283,1.18241,6.0626,4463.44,5284.18,4.1127,-3.1168,2.62799,6.05296,2022,2019-01-01,1
"15864","2019-035A","Starlink397","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-14",6917,0,0.925025,0,1.5708,5.25652,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-883.171,6860.39,0.208868,-4.04392,-0.520778,6.05261,2022,2019-01-01,1
"15865","2019-035B","Starlink398","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-07",6917,0,0.925025,0,1.5708,5.47796,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5048.14,4728.76,0.192806,-2.7876,2.97563,6.05256,2022,2019-01-01,1
"15866","2019-035C","Starlink399","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-24",6917,0,0.925025,0,1.5708,2.75467,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6196.95,3072.9,0.176594,-1.81155,3.65289,6.05254,2022,2019-01-01,1
"15867","2019-035D","Starlink400","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-03",6917,0,0.925025,0,1.5708,0.871305,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-5119.9,4650.97,0.180048,-2.74142,-3.01806,6.05265,2022,2019-01-01,1
"15868","2019-035E","Starlink401","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-10",6917,0,0.925025,0,1.5708,1.19549,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5285.2,4462.24,0.186426,-2.6305,3.11538,6.05256,2022,2019-01-01,1
"15869","2019-035F","Starlink402","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-04",6917,0,0.925025,0,1.5708,0.561939,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-1930.7,6642.08,0.198912,-3.91521,-1.13824,6.05262,2022,2019-01-01,1
"15870","2019-035G","Starlink403","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-21",6917,0,0.925025,0,1.5708,1.40828,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6030.2,3388.45,0.183726,-1.99755,3.55458,6.05254,2022,2019-01-01,1
"15871","2019-035H","Starlink404","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-03",6917,0,0.925025,0,1.5708,4.81516,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,1482.37,6756.29,0.205776,-3.98265,0.873632,6.05259,2022,2019-01-01,1
"15872","2019-035I","Starlink405","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-07",6917,0,0.925025,0,1.5708,3.63266,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-4788.16,4991.83,0.177401,-2.94236,-2.82253,6.05265,2022,2019-01-01,1
"15873","2019-035J","Starlink406","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-21",6917,0,0.925025,0,1.5708,1.68949,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6030.33,3388.21,0.183725,-1.99741,3.55466,6.05254,2022,2019-01-01,1
"15874","2019-035K","Starlink407","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-06",6917,0,0.925025,0,1.5708,2.17623,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-1701.3,6704.51,0.201312,-3.95202,-1.00302,6.05261,2022,2019-01-01,1
"15875","2019-035L","Starlink408","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-21",6917,0,0.925025,0,1.5708,1.8766,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6030.34,3388.2,0.183725,-1.9974,3.55466,6.05254,2022,2019-01-01,1
"15876","2019-035M","Starlink409","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-25",6917,0,0.925025,0,1.5708,4.26374,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6248.92,2965.79,0.175368,-1.74841,3.68353,6.05253,2022,2019-01-01,1
"15877","2019-035N","Starlink410","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-26",6917,0,0.925025,0,1.5708,2.43175,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-2931.78,6264.95,0.198552,-3.69287,-1.72833,6.05262,2022,2019-01-01,1
"15878","2019-035O","Starlink411","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-27",6917,0,0.925025,0,1.5708,0.384737,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4068.44,5593.99,0.196168,-3.29759,2.39809,6.05257,2022,2019-01-01,1
"15879","2019-035P","Starlink412","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-27",6917,0,0.925025,0,1.5708,0.478841,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4068.65,5593.83,0.196168,-3.2975,2.39821,6.05257,2022,2019-01-01,1
"15880","2019-035Q","Starlink413","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-05",6917,0,0.925025,0,1.5708,5.73365,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4882.39,4899.71,0.19665,-2.88836,2.87792,6.05256,2022,2019-01-01,1
"15881","2019-035R","Starlink414","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-04",6917,0,0.925025,0,1.5708,2.75459,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-5039.07,4738.43,0.179589,-2.79298,-2.97041,6.05265,2022,2019-01-01,1
"15882","2019-035S","Starlink415","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-14",6917,0,0.925025,0,1.5708,1.22974,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-765.407,6874.52,0.207557,-4.05226,-0.45136,6.05261,2022,2019-01-01,1
"15883","2019-035T","Starlink416","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-10",6917,0,0.925025,0,1.5708,2.59934,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5285.43,4461.96,0.186425,-2.63034,3.11552,6.05256,2022,2019-01-01,1
"15884","2019-035U","Starlink417","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-24",6917,0,0.925025,0,1.5708,4.43864,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6197,3072.79,0.176594,-1.81148,3.65293,6.05254,2022,2019-01-01,1
"15885","2019-035V","Starlink418","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-30",6917,0,0.925025,0,1.5708,2.76076,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4351.82,5376.48,0.193489,-3.16939,2.56514,6.05257,2022,2019-01-01,1
"15886","2019-035W","Starlink419","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-10",6917,0,0.925025,0,1.5708,3.94946,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,2283.09,6529.35,0.209502,-3.8489,1.34564,6.05259,2022,2019-01-01,1
"15887","2019-035X","Starlink420","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-22",6917,0,0.925025,0,1.5708,4.64279,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,3573.12,5922.64,0.205409,-3.49131,2.10609,6.05258,2022,2019-01-01,1
"15888","2019-035Y","Starlink421","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-17",6917,0,0.925025,0,1.5708,3.51166,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-409.733,6904.85,0.2049,-4.07015,-0.241702,6.05261,2022,2019-01-01,1
"15889","2019-035Z","Starlink422","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-27",6917,0,0.925025,0,1.5708,0.344375,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6347.37,2748.77,0.176029,-1.62048,3.74158,6.05253,2022,2019-01-01,1
"15890","2019-035AA","Starlink423","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-19",6917,0,0.925025,0,1.5708,2.13228,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5910.15,3593.75,0.186941,-2.11857,3.48381,6.05254,2022,2019-01-01,1
"15891","2019-035AB","Starlink424","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-20",6917,0,0.925025,0,1.5708,2.79993,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5971.22,3491.33,0.185701,-2.0582,3.51981,6.05254,2022,2019-01-01,1
"15892","2019-035AC","Starlink425","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-21",6917,0,0.925025,0,1.5708,3.46646,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6030.28,3388.31,0.183725,-1.99747,3.55463,6.05254,2022,2019-01-01,1
"15893","2019-035AD","Starlink426","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-02",6917,0,0.925025,0,1.5708,5.2298,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4623.4,5144.81,0.196831,-3.03284,2.72524,6.05256,2022,2019-01-01,1
"15894","2019-035AE","Starlink427","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-09",6917,0,0.925025,0,1.5708,0.554715,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-4613.51,5153.68,0.179261,-3.03777,-2.71958,6.05264,2022,2019-01-01,1
"15895","2019-035AF","Starlink428","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-17",6917,0,0.925025,0,1.5708,4.16709,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-409.432,6904.87,0.2049,-4.07016,-0.241525,6.05261,2022,2019-01-01,1
"15896","2019-035AG","Starlink429","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-26",6917,0,0.925025,0,1.5708,0.425153,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6299.07,2857.73,0.175218,-1.68471,3.7131,6.05253,2022,2019-01-01,1
"15897","2019-035AH","Starlink430","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-05",6917,0,0.925025,0,1.5708,4.82498,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-4956.74,4824.48,0.178727,-2.84371,-2.92189,6.05265,2022,2019-01-01,1
"15898","2019-035AI","Starlink431","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-31",6917,0,0.925025,0,1.5708,0.980317,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-2382.85,6493.61,0.202315,-3.82767,-1.40476,6.05262,2022,2019-01-01,1
"15899","2019-035AJ","Starlink432","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-18",6917,0,0.925025,0,1.5708,6.18484,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-3763.38,5803.61,0.190518,-3.4209,-2.2185,6.05264,2022,2019-01-01,1
"15900","2019-035AK","Starlink433","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-07",6917,0,0.925025,0,1.5708,2.46861,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5048.14,4728.76,0.192806,-2.7876,2.97563,6.05256,2022,2019-01-01,1
"15901","2019-035AL","Starlink434","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-18",6917,0,0.925025,0,1.5708,2.58729,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5847.37,3695.02,0.187412,-2.17827,3.44679,6.05254,2022,2019-01-01,1
"15902","2019-035AM","Starlink435","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-09",6917,0,0.925025,0,1.5708,1.30315,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-4613.46,5153.72,0.179261,-3.03779,-2.71956,6.05264,2022,2019-01-01,1
"15903","2019-035AN","Starlink436","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-30",6917,0,0.925025,0,1.5708,6.08717,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,1131.61,6823.81,0.206261,-4.02243,0.666866,6.0526,2022,2019-01-01,1
"15904","2019-035AO","Starlink437","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-15",6917,0,0.925025,0,1.5708,4.93146,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-4057.91,5601.63,0.192068,-3.30183,-2.39211,6.05264,2022,2019-01-01,1
"15905","2019-035AP","Starlink438","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-28",6917,0,0.925025,0,1.5708,6.19721,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-2714.83,6361.97,0.202044,-3.75006,-1.60045,6.05262,2022,2019-01-01,1
"15906","2019-035AQ","Starlink439","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-09",6917,0,0.925025,0,1.5708,1.67737,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-4613.44,5153.74,0.179261,-3.03781,-2.71955,6.05264,2022,2019-01-01,1
"15907","2019-035AR","Starlink440","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-14",6917,0,0.925025,0,1.5708,4.63803,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-4153.85,5530.86,0.191491,-3.26011,-2.44866,6.05264,2022,2019-01-01,1
"15908","2019-035AS","Starlink441","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-10",6917,0,0.925025,0,1.5708,6.00764,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,2283.24,6529.3,0.209501,-3.84887,1.34572,6.05259,2022,2019-01-01,1
"15909","2019-035AT","Starlink442","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-01",6917,0,0.925025,0,1.5708,6.15203,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4533.93,5223.83,0.195613,-3.07942,2.67249,6.05256,2022,2019-01-01,1
"15910","2019-035AU","Starlink443","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-04",6917,0,0.925025,0,1.5708,1.68354,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4797.54,4982.82,0.197545,-2.93736,2.82789,6.05256,2022,2019-01-01,1
"15911","2019-035AV","Starlink444","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-08",6917,0,0.925025,0,1.5708,4.07068,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5128.62,4641.36,0.190444,-2.73608,3.02307,6.05256,2022,2019-01-01,1
"15912","2019-035AW","Starlink445","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-23",6917,0,0.925025,0,1.5708,3.98497,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-3251.05,6105.37,0.192271,-3.59879,-1.91651,6.05263,2022,2019-01-01,1
"15913","2019-035AX","Starlink446","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-08-24",6917,0,0.925025,0,1.5708,4.65152,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-3145.77,6160.28,0.194167,-3.63116,-1.85446,6.05263,2022,2019-01-01,1
"15914","2019-035AY","Starlink447","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-08",6917,0,0.925025,0,1.5708,0.782246,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-1469.39,6759.12,0.206192,-3.98422,-0.86633,6.05261,2022,2019-01-01,1
"15915","2019-035AZ","Starlink448","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-16",6917,0,0.925025,0,1.5708,5.46353,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-528.507,6896.78,0.205355,-4.06539,-0.311715,6.05261,2022,2019-01-01,1
"15916","2019-035BA","Starlink449","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-28",6917,0,0.925025,0,1.5708,3.44329,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6393.69,2639.24,0.177417,-1.55592,3.76889,6.05253,2022,2019-01-01,1
"15917","2019-035BB","Starlink450","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-16",6917,0,0.925025,0,1.5708,2.93709,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5716.87,3893.88,0.186616,-2.29548,3.36986,6.05255,2022,2019-01-01,1
"15918","2019-035BC","Starlink451","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-25",6917,0,0.925025,0,1.5708,1.9098,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,6249.05,2965.52,0.175367,-1.74825,3.68361,6.05253,2022,2019-01-01,1
"15919","2019-035BD","Starlink452","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-10",6917,0,0.925025,0,1.5708,2.39654,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-1236.24,6805.63,0.209831,-4.01164,-0.728899,6.05261,2022,2019-01-01,1
"15920","2019-035BE","Starlink453","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-06",6917,0,0.925025,0,1.5708,4.83616,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,1829,6670.81,0.210633,-3.93227,1.07796,6.05259,2022,2019-01-01,1
"15921","2019-035BF","Starlink454","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-19",6917,0,0.925025,0,1.5708,6.10191,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,3262.62,6099.2,0.203746,-3.59537,1.92306,6.05258,2022,2019-01-01,1
"15922","2019-035BG","Starlink455","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-10-26",6917,0,0.925025,0,1.5708,3.92757,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,3971.87,5662.96,0.198559,-3.33825,2.34116,6.05258,2022,2019-01-01,1
"15923","2019-035BH","Starlink456","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-29",6917,0,0.925025,0,1.5708,1.10152,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,1014.2,6842.24,0.207944,-4.03329,0.597656,6.0526,2022,2019-01-01,1
"15924","2019-035BI","Starlink457","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-02",6917,0,0.925025,0,1.5708,1.84622,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,4623.38,5144.83,0.196831,-3.03285,2.72523,6.05256,2022,2019-01-01,1
"15925","2019-035BJ","Starlink458","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-19",6917,0,0.925025,0,1.5708,5.40611,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5910.15,3593.75,0.186941,-2.11857,3.48381,6.05254,2022,2019-01-01,1
"15926","2019-035BK","Starlink459","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-11-11",6917,0,0.925025,0,1.5708,0.911949,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,5361.43,4370.35,0.185194,-2.57633,3.16032,6.05255,2022,2019-01-01,1
"15927","2019-035BL","Starlink460","plat","+","LEO","comms","USA","AFETR",2019-11-21,"2029-11-21",95.41,227,1,1,53,550,550,2.4,3,3,"3","EA0","2022-09-18",6917,0,0.925025,0,1.5708,1.45005,4.2353e-13,6917,0,-4.56849,2.7973e-16,6.0626,-290.877,6910.88,0.205021,-4.07371,-0.171641,6.05261,2022,2019-01-01,1
